FIPS,StateFIPS,TotPop,NHisWhite,NHisBlack,NHisOther,HisWhite,HisBlack,HisOther
C01105,C01,11861,3642,8057,60,18,54,30
C01107,C01,20949,11676,8940,186,44,59,44
C01109,C01,29605,17790,10766,684,200,69,96
C01111,C01,22380,16940,4949,219,154,28,90
C01113,C01,49756,27925,20217,870,284,102,358
C01115,C01,64742,57917,5253,886,371,10,305
C01117,C01,143293,126951,10570,2862,1720,36,1154
C01119,C01,14798,3813,10718,102,23,109,33
C01121,C01,80321,53399,25206,904,431,133,248
C01123,C01,41475,30342,10488,403,132,30,80
C01125,C01,164875,111367,48135,3243,953,192,985
C01127,C01,70713,64855,4323,928,308,41,258
C01129,C01,18097,11673,4818,1446,86,49,25
C01131,C01,13183,3611,9423,52,15,56,26
C01133,C01,24843,24055,93,323,122,1,249
C02013,C02,2697,521,42,1795,125,3,211
C02016,C02,5465,2059,165,2668,129,0,444
C02020,C02,260283,181982,14667,48835,6027,532,8240
C02050,C02,16006,1958,59,13849,48,2,90
C02060,C02,1258,656,7,588,5,0,2
C02068,C02,1893,1600,27,219,23,0,24
C02070,C02,4922,1031,18,3762,34,0,77
C02090,C02,82840,62942,4719,11739,1497,124,1819
C02100,C02,2392,1960,3,396,14,0,19
C02110,C02,30711,22498,235,6938,471,13,556
C02122,C02,49691,42263,220,6121,578,9,500
C02130,C02,14070,10264,67,3367,196,3,173
C02150,C02,13913,8001,129,4935,303,5,540
C02164,C02,1823,342,1,1459,0,0,21
C02170,C02,59322,51175,398,6264,763,13,709
C02180,C02,9196,1752,35,7317,25,0,67
C02185,C02,7385,1228,51,5931,34,2,139
C02188,C02,7208,878,15,6258,10,0,47
C02201,C02,6146,3228,9,2802,37,0,70
C02220,C02,8835,5927,24,2594,125,4,161
C02232,C02,3436,1975,5,1359,23,0,74
C02240,C02,6174,4780,118,1109,97,4,66
C02261,C02,10195,7612,33,2264,126,0,160
C02270,C02,7028,330,4,6671,3,0,20
C02280,C02,6684,4846,15,1691,36,0,96
C02282,C02,808,406,1,395,1,0,5
C02290,C02,6551,1574,6,4893,16,0,62
C04001,C04,69423,12281,163,53860,1255,10,1854
C04003,C04,117755,70754,5062,5805,19515,259,16360
C04005,C04,116320,66969,1150,35474,6412,65,6250
C04007,C04,51335,35391,174,7224,4560,23,3963
C04009,C04,33489,18488,602,5345,3985,23,5046
C04011,C04,8547,4604,34,228,1735,10,1936
C04012,C04,19715,12573,149,2573,2046,6,2368
C04013,C04,3072149,2034530,108521,165757,341829,6030,415482
C04015,C04,155032,130283,787,6780,9333,46,7803
C04017,C04,97470,41196,794,47469,3556,63,4392
C04019,C04,843746,518720,24047,53401,114667,1547,131364
C04021,C04,179727,105641,4658,15757,20918,300,32453
C04023,C04,38381,6835,75,466,22333,70,8602
C04025,C04,167517,145037,589,5515,8896,66,7414
C04027,C04,160026,70956,3136,5162,38313,414,42045
C05001,C05,20749,15516,4823,253,86,25,46
C05003,C05,24209,16702,6506,225,190,55,531
C05005,C05,38386,37282,42,677,265,1,119
C05007,C05,153406,133094,558,6285,6305,71,7093
C05009,C05,33948,32907,39,642,225,0,135
C05011,C05,12600,7851,3598,111,132,9,899
C05013,C05,5744,4248,1342,68,32,1,53
C05015,C05,25357,22249,25,612,1492,2,977
C05017,C05,14117,5980,7541,189,124,76,207
C05019,C05,23546,17302,5166,512,189,20,357
C05021,C05,17609,17177,29,263,94,4,42
C05023,C05,24046,23392,29,343,221,0,61
C05025,C05,8571,7199,1124,109,68,9,62
C05027,C05,25603,15776,9205,353,118,27,124
C05029,C05,20336,16973,2649,355,164,5,190
C05031,C05,82148,72489,6345,1575,843,50,846
C05033,C05,53247,48311,463,2730,776,2,965
C05035,C05,50866,25643,23828,675,253,106,361
C05037,C05,19526,14525,4608,212,81,20,80
C05039,C05,9210,5193,3743,97,53,31,93
C05041,C05,15341,7611,7044,201,136,63,286
C05043,C05,18723,13047,5071,276,115,14,200
C05045,C05,86014,75218,7261,2026,755,37,717
C05047,C05,17771,16943,108,410,148,2,160
C05049,C05,11642,11326,23,231,45,0,17
C05051,C05,88068,76844,6829,2141,1406,44,804
C05053,C05,16464,15663,406,206,68,0,121
C05055,C05,37331,36145,48,704,234,0,200
C05057,C05,23587,14108,7107,426,817,53,1076
C05059,C05,30353,26295,3107,567,213,8,163
C05061,C05,14300,10220,3111,242,305,15,407
C05063,C05,34233,32253,685,772,237,12,274
C05065,C05,13249,12702,189,225,71,2,60
C05067,C05,18418,14725,3210,249,115,25,94
C05069,C05,84278,40475,41623,1370,365,165,280
C05071,C05,22781,20512,303,439,832,10,685
C05073,C05,8559,5262,3106,103,51,17,20
C05075,C05,17774,17305,78,270,74,1,46
C05077,C05,12580,5074,7142,88,135,59,82
C05079,C05,14492,9315,4760,154,87,11,165
C05081,C05,13628,10063,2891,439,92,8,135
C05083,C05,22486,21528,235,450,162,1,110
C05085,C05,52828,47555,3393,958,534,11,377
C05087,C05,14243,13462,15,330,203,1,232
C05089,C05,16140,15646,18,354,94,2,26
C05091,C05,40443,29606,9250,946,329,47,265
C05093,C05,51979,33037,16909,864,462,88,619
C05095,C05,10254,6003,3964,155,85,14,33
C05097,C05,9245,8740,27,244,82,0,152
C05099,C05,9955,6618,3088,98,42,16,93
C05101,C05,8608,8333,12,170,52,0,41
C05103,C05,28790,17114,11084,382,86,41,83
C05105,C05,10209,9711,177,201,51,0,69
C05107,C05,26445,10245,15495,323,134,117,131
C05109,C05,11303,10310,391,199,93,1,309
C05111,C05,25614,23172,1815,261,132,10,224
C05113,C05,20229,18836,32,653,319,0,389
C05115,C05,54469,50535,1403,1408,520,20,583
C05117,C05,9539,8060,1304,98,32,4,41
C05119,C05,361474,227390,114732,10536,3821,465,4530
C05121,C05,18195,17559,174,313,89,3,57
C05123,C05,29329,13224,14273,401,960,102,369
C05125,C05,83529,78968,1814,1657,607,24,459
C05127,C05,10996,9953,24,391,332,1,295
C05129,C05,8261,7993,3,179,42,0,44
C05131,C05,115071,92010,7011,8340,2735,75,4900
C05133,C05,15757,11423,757,470,1121,21,1965
C05135,C05,17119,16503,84,365,127,0,40
C05137,C05,11499,11092,9,274,93,0,31
C05139,C05,45629,29950,14543,616,232,44,244
C05141,C05,16192,15550,50,377,123,0,92
C05143,C05,157715,133368,3408,8007,5428,131,7373
C05145,C05,67165,62177,2389,1335,634,5,625
C05147,C05,8741,5899,2671,102,33,17,19
C05149,C05,21139,17650,296,502,662,14,2015
C06001,C06,1443741,591095,211124,367612,113239,4474,156197
C06003,C06,1208,867,7,240,23,0,71
C06005,C06,35100,28920,1348,1706,1193,11,1922
C06007,C06,203171,162564,2699,16569,9164,117,12058
C06009,C06,40554,35465,300,2024,1517,4,1244
C06011,C06,18804,9018,88,946,3072,15,5665
C06013,C06,948816,549409,86851,144780,72081,1962,93733
C06015,C06,27507,19294,1167,3217,2399,17,1413
C06017,C06,156299,132725,745,8263,7484,68,7014
C06019,C06,799407,317522,40291,89958,116523,2046,233067
C06021,C06,26453,16548,117,1948,2440,38,5362
C06023,C06,126518,103230,1035,14043,3949,76,4185
C06025,C06,142361,28768,5148,5628,41522,476,60819
C06027,C06,17945,13352,20,2316,1015,9,1233
C06029,C06,661645,327190,37845,42574,80391,1953,171692
C06031,C06,129461,53817,10418,8765,15675,329,40457
C06033,C06,58309,46933,1209,3528,3356,24,3259
C06035,C06,33828,23893,2976,2278,3443,16,1222
C06037,C06,9519338,2959614,901472,1416039,1677448,29485,2535280
C06039,C06,123109,57391,4710,6493,19221,362,34932
C06041,C06,247289,194254,6946,18738,13546,196,13609
C06043,C06,17130,14539,111,1151,695,3,631
C06045,C06,86265,64581,471,7000,5090,65,9058
C06047,C06,210554,85585,7594,21909,32765,470,62231
C06049,C06,9449,7663,59,639,457,6,625
C06051,C06,12853,9837,53,689,981,8,1285
C06053,C06,401762,162045,14085,37663,62637,965,124367
C06055,C06,124279,85932,1527,7404,13464,118,15834
C06057,C06,92033,83098,234,3500,2850,25,2326
C06059,C06,2846289,1458978,42639,469093,385674,5010,484895
C06061,C06,248399,207236,1896,15248,12817,135,11067
C06063,C06,20824,18473,130,1044,640,0,537
C06065,C06,1545387,788831,92403,104578,224647,4018,330910
C06067,C06,1223499,706655,118073,202881,76585,3731,115574
C06069,C06,53234,24513,475,2730,10182,98,15236
C06071,C06,1709434,752222,150201,137624,254738,5147,409502
C06073,C06,2813833,1548833,154487,359548,323006,6993,420966
C06075,C06,776733,338909,58791,269529,46819,1724,60961
C06077,C06,563598,267002,36139,88384,60605,1550,109918
C06079,C06,246681,187840,4743,13902,20859,259,19078
C06081,C06,707161,352355,23778,176320,68328,1062,85318
C06083,C06,399347,227083,8385,27211,63335,810,72523
C06085,C06,1682585,744282,44475,490427,161378,2707,239316
C06087,C06,255602,167464,2160,17492,24467,317,43702
C06089,C06,163256,141097,1179,11982,4729,46,4223
C06091,C06,3555,3210,6,126,138,1,74
C06093,C06,44301,36910,556,3481,1663,24,1667
C06095,C06,394542,194282,57597,73065,28105,1230,40263
C06097,C06,458614,341686,6116,31301,32523,406,46582
C06099,C06,446997,256001,10621,38504,53900,900,87071
C06101,C06,78930,47532,1418,12451,5759,91,11679
C06103,C06,56039,43972,279,2917,3546,39,5286
C06105,C06,13022,11271,54,1180,302,4,211
C06107,C06,368021,153916,5122,22137,59835,730,126281
C06109,C06,54501,46377,1135,2544,2373,11,2061
C06111,C06,753197,427449,13490,60524,99272,1174,151288
C06113,C06,168660,97942,3133,23878,16187,292,27228
C06115,C06,60219,39320,1795,8655,3217,109,7123
C08001,C08,363857,230500,10206,20566,50731,612,51242
C08003,C08,14966,8089,106,574,2565,39,3593
C08005,C08,487967,360744,36254,33357,29304,1174,27134
C08007,C08,9898,7927,31,281,816,4,839
C08009,C08,4517,4084,1,115,150,1,166
C08011,C08,5998,3794,208,182,976,11,827
C08013,C08,291288,243512,2393,14927,14397,166,15893
C08015,C08,16242,14174,257,418,597,0,796
C08017,C08,2231,2018,9,23,54,2,125
C08019,C08,9322,8759,26,176,225,0,136
C08021,C08,8400,3298,9,144,2814,9,2126
C08023,C08,3663,1033,21,133,1198,8,1270
C08025,C08,5518,3671,386,217,906,3,335
C08027,C08,3503,3299,12,104,60,1,27
C08029,C08,27834,23945,135,583,1743,11,1417
C08031,C08,554636,287997,59921,31014,74183,1728,99793
C08033,C08,1844,1711,1,61,46,0,25
C08035,C08,175766,157686,1596,7598,5378,80,3428
C08037,C08,41659,30892,104,981,4666,38,4978
C08039,C08,19872,18511,123,472,412,5,349
C08041,C08,516929,393819,32393,32316,25854,1277,31270
C08043,C08,46145,37408,2439,1522,3903,25,848
C08045,C08,43791,35449,128,914,3945,68,3287
C08047,C08,4757,4377,24,154,112,1,89
C08049,C08,12442,11577,60,262,262,0,281
C08051,C08,13956,12886,55,315,383,13,304
C08053,C08,790,763,0,15,6,0,6
C08055,C08,7862,4590,210,299,1775,6,982
C08057,C08,1577,1452,0,22,65,4,34
C08059,C08,527056,447416,4312,22879,30038,365,22046
C08061,C08,1622,1530,8,33,29,0,22
C08063,C08,8011,6678,136,102,314,3,778
C08065,C08,7812,4809,12,168,1253,2,1568
C08067,C08,43941,36168,120,3082,2196,16,2359
C08069,C08,251494,220159,1511,9013,9817,139,10855
C08071,C08,15207,8387,52,464,4179,8,2117
C08073,C08,6087,5126,298,144,127,4,388
C08075,C08,20504,17310,411,344,1482,9,948
C08077,C08,116255,101110,460,3034,6239,77,5335
C08079,C08,831,793,0,21,12,0,5
C08081,C08,13184,11626,17,294,715,11,521
C08083,C08,23830,18476,31,3060,998,2,1263
C08085,C08,33432,27554,78,833,2520,24,2423
C08087,C08,27171,18191,57,450,3451,34,4988
C08089,C08,20311,12014,111,544,4035,43,3564
C08091,C08,3742,3487,3,100,118,0,34
C08093,C08,14523,13431,67,397,376,5,247
C08095,C08,4480,3865,9,79,303,0,224
C08097,C08,14872,13479,55,365,550,24,399
C08099,C08,14483,9427,35,255,1952,8,2806
C08101,C08,141472,81624,2391,3747,30806,294,22610
C08103,C08,5986,5546,11,133,141,0,155
C08105,C08,12413,7022,12,207,2155,31,2986
C08107,C08,19690,18662,23,371,417,2,215
C08109,C08,5917,3053,1,185,1165,6,1507
C08111,C08,558,509,0,8,33,0,8
C08113,C08,6594,5959,10,186,211,9,219
C08115,C08,2747,2376,9,48,110,5,199
C08117,C08,23548,20411,157,674,1215,3,1088
C08119,C08,20555,19102,109,626,408,4,306
C08121,C08,4926,4568,2,46,180,0,130
C08123,C08,180936,126573,817,4611,21261,205,27469
C08125,C08,9841,8474,10,89,793,1,474
C09001,C09,882567,645152,84724,47856,54840,3638,46357
C09003,C09,857183,625797,95157,37261,33395,4779,60794
C09005,C09,182193,172154,1837,4308,2330,161,1403
C09007,C09,155071,138979,6588,4855,2576,268,1805
C09009,C09,824008,616541,89286,35050,37703,3953,41475
C09011,C09,259088,219542,12760,13550,5864,943,6429
C09013,C09,136364,124014,3480,4997,1901,228,1744
C09015,C09,109091,96666,1739,2949,2901,302,4534
C10001,C10,126697,91325,25770,5533,1781,410,1878
C10003,C10,500265,353760,99648,20564,12050,1519,12724
C10005,C10,156638,122888,23017,3818,2969,302,3644
C11001,C11,572059,159178,340088,27840,16923,3224,24806
C12001,C12,217955,151817,41597,12048,8311,465,3717
C12003,C12,22259,18389,3083,368,318,15,86
C12005,C12,148217,122708,15526,6392,2053,246,1292
C12007,C12,26088,19559,5367,540,341,56,225
C12009,C12,476230,398695,39067,16498,14716,933,6321
C12011,C12,1623018,941674,325305,84387,203613,7999,60040
C12013,C12,13017,10105,2028,392,292,28,172
C12015,C12,141627,128063,5992,2905,3062,227,1378
C12017,C12,118085,109828,2712,2404,2408,79,654
C12019,C12,140814,119587,9243,5925,3541,196,2322
C12021,C12,251377,185517,10999,5565,30828,420,18048
C12023,C12,56513,44058,9522,1387,995,101,450
C12027,C12,32209,19704,4031,455,3915,67,4037
C12029,C12,13827,12132,1231,215,147,10,92
C12031,C12,778879,494747,214473,37713,17722,2307,11917
C12033,C12,294410,208678,62548,15249,4330,462,3143
C12035,C12,49832,41636,4295,1364,1854,106,577
C12037,C12,11057,8822,1762,205,161,42,65
C12039,C12,45087,16174,25632,499,1274,131,1377
C12041,C12,14437,12812,996,225,256,14,134
C12043,C12,10576,7256,1106,620,886,8,700
C12045,C12,13332,10492,2247,323,159,12,99
C12047,C12,13327,7336,4967,177,499,60,288
C12049,C12,26938,14704,2165,458,4331,79,5201
C12051,C12,36210,15890,5245,739,8036,95,6205
C12053,C12,130802,116670,5149,2396,4783,181,1623
C12055,C12,87366,66814,7925,2085,6112,230,4200
C12057,C12,998948,632605,144259,42392,118298,5164,56230
C12059,C12,18564,16501,1190,515,168,18,172
C12061,C12,112947,94250,9143,2173,4504,110,2767
C12063,C12,46755,32086,12273,1035,725,145,491
C12065,C12,12902,7522,4903,187,125,44,121
C12067,C12,7022,5286,989,105,280,20,342
C12069,C12,210528,177285,17231,4204,6853,272,4683
C12071,C12,440888,361439,28020,9387,25159,1015,15868
C12073,C12,239452,153474,69049,8522,5419,655,2333
C12075,C12,34450,28654,3734,723,932,44,363
C12077,C12,7021,5233,1276,196,132,18,166
C12079,C12,18733,10378,7475,280,391,74,135
C12081,C12,264002,212664,21136,5662,15317,475,8748
C12083,C12,258916,208232,29370,5698,9677,530,5409
C12085,C12,126731,108741,6482,2002,5171,191,4144
C12086,C12,2253362,465772,427140,68713,1104786,30074,156877
C12087,C12,79589,61462,3567,2007,10689,228,1636
C12089,C12,57663,51323,4436,1031,586,29,258
C12091,C12,170498,138059,15232,9905,4159,276,2867
C12093,C12,35910,25699,2796,731,2769,48,3867
C12095,C12,896344,515701,157096,55186,99129,5803,63429
C12097,C12,172493,102792,11075,7899,30377,1627,18723
C12099,C12,1131184,798484,152433,39592,95723,3622,41330
C12101,C12,344765,310066,6833,8263,12970,315,6318
C12103,C12,921482,762614,81146,34962,28497,1410,12853
C12105,C12,483924,361366,64544,12081,23733,1001,21199
C12107,C12,70423,53087,11898,1270,1781,105,2282
C12109,C12,123135,109622,7688,2581,2333,56,855
C12111,C12,192695,142768,29148,5046,9736,566,5431
C12113,C12,117743,104919,4899,4957,1903,101,964
C12115,C12,325957,292603,13254,5958,9382,367,4393
C12117,C12,365196,274682,33688,16095,26266,1076,13389
C12119,C12,53345,41796,7202,991,2265,149,942
C12121,C12,34844,28262,4177,702,1193,44,466
C12123,C12,19256,14817,3640,504,171,26,98
C12125,C12,13442,9659,3038,268,237,32,208
C12127,C12,443343,363045,40380,10807,18715,818,9578
C12129,C12,22863,19393,2586,441,291,45,107
C12131,C12,40601,35425,2801,1495,471,31,378
C12133,C12,20973,16876,2828,786,264,44,175
C13001,C13,17419,13053,3398,176,323,14,455
C13003,C13,7609,4760,1477,82,322,15,953
C13005,C13,10103,8068,1562,131,164,24,154
C13007,C13,4074,1889,2038,36,43,15,53
C13009,C13,44700,23920,19324,849,295,68,244
C13011,C13,14422,13256,459,214,179,5,309
C13013,C13,46144,38543,4456,1685,606,27,827
C13015,C13,76019,65644,6558,1293,1090,42,1392
C13017,C13,17484,10818,5673,193,241,33,526
C13019,C13,16235,13761,1843,247,116,13,255
C13021,C13,153887,76262,72503,3099,885,315,823
C13023,C13,11666,8505,2865,189,39,4,64
C13025,C13,14629,13712,579,186,92,3,57
C13027,C13,16450,9303,6429,213,133,43,329
C13029,C13,23417,19138,3272,542,248,39,178
C13031,C13,55983,37998,16000,933,462,101,489
C13033,C13,22243,10336,11285,306,97,58,161
C13035,C13,19522,13366,5601,278,148,26,103
C13037,C13,6320,2368,3726,37,50,104,35
C13039,C13,43664,31975,8719,1385,790,64,731
C13043,C13,9577,6028,2576,91,240,17,625
C13045,C13,87268,69258,14177,1590,1007,64,1172
C13047,C13,53282,51013,661,987,343,8,270
C13049,C13,10282,7014,2990,197,38,18,25
C13051,C13,232048,125802,93463,7380,2477,508,2418
C13053,C13,14882,8181,4353,797,462,100,989
C13055,C13,25470,21776,2840,317,308,16,213
C13057,C13,141903,127618,3483,3107,3510,42,4143
C13059,C13,101489,62895,27496,4662,2957,160,3319
C13061,C13,3357,1282,2009,34,8,21,3
C13063,C13,236517,82637,120816,15336,7104,1111,9513
C13065,C13,6878,4713,2019,92,28,10,16
C13067,C13,607751,417947,112924,29916,22044,1309,23611
C13069,C13,37413,24701,9629,533,827,55,1668
C13071,C13,42053,27252,9812,435,1251,57,3246
C13073,C13,89288,72438,9917,4620,1376,94,843
C13075,C13,15771,10526,4565,195,188,22,275
C13077,C13,89215,68867,15935,1616,1486,97,1214
C13079,C13,12495,9037,2970,187,66,4,231
C13081,C13,21996,11778,9511,325,116,36,230
C13083,C13,15154,14685,96,236,91,0,46
C13085,C13,15999,15429,57,259,125,0,129
C13087,C13,28240,15800,11227,308,326,43,536
C13089,C13,665865,214685,358381,40257,23836,2730,25976
C13091,C13,19171,13142,5623,158,77,14,157
C13093,C13,11525,5161,5679,148,137,30,370
C13095,C13,96065,35794,57521,1458,521,241,530
C13097,C13,92174,69965,16978,2591,1270,87,1283
C13099,C13,12354,6159,5901,142,53,46,53
C13101,C13,3754,2688,252,75,208,8,523
C13103,C13,37535,31493,4853,658,283,23,225
C13105,C13,20511,13505,6305,212,225,23,241
C13107,C13,21837,13663,7253,176,246,14,485
C13109,C13,10495,6333,3439,98,141,22,462
C13111,C13,19798,19312,22,334,86,2,42
C13113,C13,91263,74820,10383,3478,1721,82,779
C13115,C13,90565,71674,11984,1924,1994,66,2923
C13117,C13,98407,90820,426,1684,2711,258,2508
C13119,C13,20285,18064,1786,248,89,6,92
C13121,C13,816006,369997,361018,36935,22601,2638,22817
C13123,C13,23456,21287,51,303,676,12,1127
C13125,C13,2556,2309,212,23,7,0,5
C13127,C13,67568,46566,17711,1272,1180,163,676
C13129,C13,44104,38642,1511,683,915,16,2337
C13131,C13,23659,14954,7074,409,331,59,832
C13133,C13,14406,7481,6356,149,147,47,226
C13135,C13,588448,394164,76837,53310,33719,1387,29031
C13137,C13,35902,30486,1551,1115,1424,59,1267
C13139,C13,139277,98942,9900,3193,13528,226,13488
C13141,C13,10076,2141,7820,61,21,15,18
C13143,C13,25690,23799,1387,361,86,1,56
C13145,C13,23695,18444,4597,394,140,17,103
C13147,C13,22997,18087,4430,284,101,22,73
C13149,C13,11012,9580,1181,135,53,11,52
C13151,C13,119341,95550,17435,3664,1566,88,1038
C13153,C13,110765,76391,27181,3830,1779,241,1343
C13155,C13,9931,7102,2555,72,46,15,141
C13157,C13,41589,36314,3197,829,702,37,510
C13159,C13,11426,7964,3096,130,143,19,74
C13161,C13,12684,9992,1904,137,308,16,327
C13163,C13,17266,7215,9663,129,52,54,153
C13165,C13,8575,4766,3437,85,61,35,191
C13167,C13,8560,5307,3131,44,38,33,7
C13169,C13,23639,17649,5490,331,86,16,67
C13171,C13,15912,10683,4806,251,102,30,40
C13173,C13,7241,5122,1845,148,63,11,52
C13175,C13,44874,28199,15417,729,270,77,182
C13177,C13,24757,20203,3823,431,158,15,127
C13179,C13,61610,27244,26025,3319,1493,371,3158
C13181,C13,8348,5321,2857,89,43,12,26
C13183,C13,10304,6678,2429,327,371,70,429
C13185,C13,92115,55992,31128,2548,1120,181,1146
C13187,C13,21016,19381,306,601,379,1,348
C13189,C13,21231,12795,7909,243,110,57,117
C13191,C13,10847,6607,3971,170,47,22,30
C13193,C13,14074,5184,8337,189,76,34,254
C13195,C13,25730,22713,2165,345,190,11,306
C13197,C13,7144,4182,2410,139,165,24,224
C13199,C13,22534,12579,9467,297,65,45,81
C13201,C13,6383,4456,1845,38,29,0,15
C13205,C13,23932,11746,11423,272,118,32,341
C13207,C13,21757,15150,6015,311,159,62,60
C13209,C13,8270,5684,2251,64,82,2,187
C13211,C13,15457,10619,4385,205,153,25,70
C13213,C13,36506,33890,191,419,899,35,1072
C13215,C13,186291,90668,80720,6531,3268,768,4336
C13217,C13,62001,46007,13690,1147,659,81,417
C13219,C13,26225,23112,1653,627,380,30,423
C13221,C13,12635,9817,2476,168,75,20,79
C13223,C13,81678,73188,5634,1458,804,51,543
C13225,C13,23668,11654,10682,334,481,56,461
C13227,C13,22983,21897,292,327,214,1,252
C13229,C13,15636,13425,1691,163,163,15,179
C13231,C13,13688,11350,2019,152,98,6,63
C13233,C13,38127,29684,5073,449,1016,12,1893
C13235,C13,9588,5932,3249,137,109,38,123
C13237,C13,18812,12471,5603,331,218,22,167
C13239,C13,2598,1351,1213,21,3,5,5
C13241,C13,15050,14023,118,226,257,1,425
C13243,C13,7791,3016,4609,74,18,24,50
C13245,C13,199775,88660,98584,6986,2346,807,2392
C13247,C13,70111,50967,12670,2292,2133,101,1948
C13249,C13,3766,2462,1169,46,15,9,65
C13251,C13,15374,8182,6923,122,52,40,55
C13253,C13,9369,5734,3224,64,51,23,273
C13255,C13,58417,38435,18076,959,411,65,471
C13257,C13,25435,21673,3029,483,135,24,91
C13259,C13,5252,1926,3201,46,23,31,25
C13261,C13,33200,15672,16196,441,338,80,473
C13263,C13,6498,2354,3974,88,37,28,17
C13265,C13,2077,787,1251,20,6,2,11
C13267,C13,22305,13218,6988,216,278,22,1583
C13269,C13,8815,4847,3736,69,36,16,111
C13271,C13,11794,6993,4515,71,49,19,147
C13273,C13,10970,4101,6614,119,62,44,30
C13275,C13,42737,24875,16497,631,332,110,292
C13277,C13,38407,24092,10695,676,992,65,1887
C13279,C13,26067,17226,6237,294,803,59,1448
C13281,C13,9319,9159,12,81,48,0,19
C13283,C13,6854,4463,2253,59,38,16,25
C13285,C13,58779,38261,18650,864,415,84,505
C13287,C13,9504,5315,3868,77,42,27,175
C13289,C13,10590,5784,4589,105,28,34,50
C13291,C13,17289,16837,94,205,95,6,52
C13293,C13,27597,19271,7675,324,206,37,84
C13295,C13,61053,57336,2300,852,316,10,239
C13297,C13,60687,49731,8703,1090,656,46,461
C13299,C13,35483,24434,9907,454,280,32,376
C13301,C13,6336,2483,3755,47,17,13,21
C13303,C13,21176,9620,11233,189,63,32,39
C13305,C13,26565,19838,5333,381,544,65,404
C13307,C13,2390,1186,1123,15,21,1,44
C13309,C13,6179,3866,2045,49,123,5,91
C13311,C13,19944,18804,432,397,175,0,136
C13313,C13,83525,60338,3066,1702,7264,148,11007
C13315,C13,8577,5299,3091,48,71,15,53
C13317,C13,10687,5758,4591,126,133,10,69
C13319,C13,10220,5893,4153,73,31,7,63
C13321,C13,21967,14999,6482,246,91,13,136
C15001,C15,148677,44223,602,89741,2681,96,11334
C15003,C15,876156,175633,19583,622211,10851,1036,46842
C15005,C15,147,33,0,108,5,0,1
C15007,C15,58463,16284,163,37213,971,14,3818
C15009,C15,128094,40918,481,76645,2503,28,7519
C16001,C16,300904,272569,1829,13039,6858,113,6496
C16003,C16,3476,3318,2,102,29,0,25
C16005,C16,75565,67636,411,3978,1351,35,2154
C16007,C16,6411,6195,6,56,66,0,88
C16009,C16,9171,8055,11,963,76,0,66
C16011,C16,41735,32824,52,3309,1579,18,3953
C16013,C16,18991,16531,12,418,700,13,1317
C16015,C16,6670,6222,7,213,130,1,97
C16017,C16,36835,35206,38,987,368,2,234
