FIPS,StateFIPS,TotPop,NHisWhite,NHisBlack,NHisOther,HisWhite,HisBlack,HisOther
C15009,C15,154834,49193,818,89113,4143,52,11515
C16001,C16,392365,339332,4180,20948,15015,261,12629
C16003,C16,3976,3768,4,110,53,1,40
C16005,C16,82839,71566,591,5095,2835,34,2718
C16007,C16,5986,5671,6,93,96,0,120
C16009,C16,9285,7919,25,1106,120,3,112
C16011,C16,45607,34176,78,3489,2576,27,5261
C16013,C16,21376,16669,23,412,1488,16,2768
C16015,C16,7028,6552,13,214,151,2,96
C16017,C16,40877,38606,51,1309,655,7,249
C16019,C16,104234,88873,533,2916,5538,52,6322
C16021,C16,10972,10110,29,431,288,0,114
C16023,C16,2891,2713,5,54,48,1,70
C16025,C16,1117,1008,2,32,43,1,31
C16027,C16,188923,136553,877,6424,20197,200,24672
C16029,C16,6963,6481,4,142,156,0,180
C16031,C16,22952,16742,38,448,2039,26,3659
C16033,C16,982,558,2,24,153,5,240
C16035,C16,8761,8063,16,414,162,2,104
C16037,C16,4368,4108,5,79,101,3,72
C16039,C16,27038,20305,696,1919,1908,37,2173
C16041,C16,12786,11743,28,177,321,0,517
C16043,C16,13242,11273,24,251,582,22,1090
C16045,C16,16719,14898,20,465,718,0,618
C16047,C16,15464,10758,13,349,1723,24,2597
C16049,C16,16267,15028,38,780,231,4,186
C16051,C16,26140,22925,40,534,919,12,1710
C16053,C16,22374,14958,39,448,2946,23,3960
C16055,C16,138494,127454,381,5391,3390,35,1843
C16057,C16,37244,33746,288,1884,811,5,510
C16059,C16,7936,7543,16,196,111,2,68
C16061,C16,3821,3398,14,281,52,0,76
C16063,C16,5208,3607,18,107,564,1,911
C16065,C16,37536,34218,178,922,1017,7,1194
C16067,C16,20069,13095,44,437,2996,33,3464
C16069,C16,39265,34835,112,3209,555,5,549
C16071,C16,4286,4073,9,78,71,0,55
C16073,C16,11526,7867,18,662,890,5,2084
C16075,C16,22623,18388,41,831,1665,11,1687
C16077,C16,7817,5164,18,307,703,4,1621
C16079,C16,12765,11929,20,436,245,6,129
C16081,C16,10170,8286,12,151,423,13,1285
C16083,C16,77230,63841,307,2512,4852,35,5683
C16085,C16,9862,9277,9,190,168,2,216
C16087,C16,10198,8166,10,306,669,8,1039
C17001,C17,67103,62414,2288,1625,454,43,279
C17003,C17,8238,4983,2908,192,35,7,113
C17005,C17,17768,15797,1061,363,346,19,182
C17007,C17,54165,40757,976,1465,4967,88,5912
C17009,C17,6937,5191,1275,69,85,5,312
C17011,C17,34978,31473,191,619,1464,21,1210
C17013,C17,5089,5001,6,42,31,1,8
C17015,C17,15387,14596,122,232,310,1,126
C17017,C17,13642,10830,379,142,939,40,1312
C17019,C17,201081,142470,24553,23451,5130,393,5084
C17021,C17,34800,33331,492,506,279,3,189
C17023,C17,16335,15925,48,190,102,0,70
C17025,C17,13815,13429,43,192,70,4,77
C17027,C17,37762,34766,1323,615,518,15,525
C17029,C17,53873,49330,2022,1366,699,45,411
C17031,C17,5194675,2278358,1265778,405777,598854,21989,623919
C17033,C17,19817,18216,923,316,165,11,186
C17035,C17,11048,10815,35,123,41,3,31
C17037,C17,105160,83825,6579,4109,5628,153,4866
C17039,C17,16561,15855,82,270,180,5,169
C17041,C17,19980,18427,53,290,686,5,519
C17043,C17,916924,646130,41024,108264,68010,1322,52174
C17045,C17,18576,18142,63,184,126,1,60
C17047,C17,6721,6555,30,77,29,0,30
C17049,C17,34242,33155,76,414,274,3,320
C17051,C17,22140,20585,969,282,165,11,128
C17053,C17,14081,13520,78,189,157,7,130
C17055,C17,39561,38353,118,615,288,5,182
C17057,C17,37069,34397,1268,508,228,1,667
C17059,C17,5589,5427,12,84,46,0,20
C17061,C17,13886,13517,119,135,71,0,44
C17063,C17,50063,44526,577,864,2407,28,1661
C17065,C17,8457,8234,31,87,71,0,34
C17067,C17,19104,18611,51,257,112,1,72
C17069,C17,4320,4171,13,80,34,0,22
C17071,C17,7331,7133,15,104,65,0,14
C17073,C17,50486,46493,762,829,1353,34,1015
C17075,C17,29718,27467,233,434,688,0,896
C17077,C17,60218,45746,8488,3581,1129,101,1173
C17079,C17,9698,9517,10,92,47,1,31
C17081,C17,38827,33919,3194,915,396,57,346
C17083,C17,22985,22281,89,393,150,4,68
C17085,C17,22678,21681,100,288,365,7,237
C17087,C17,12582,11056,1004,146,141,2,233
C17089,C17,515269,304051,27819,25009,80497,1603,76290
C17091,C17,113449,83218,16998,3066,4768,189,5210
C17093,C17,114736,85156,6343,5339,10735,242,6921
C17095,C17,52919,45132,3741,1488,1197,69,1292
C17097,C17,703462,458701,46989,57785,69503,2044,68440
C17099,C17,113924,100545,2104,2140,5642,82,3411
C17101,C17,16833,14491,1583,206,205,25,323
C17103,C17,36031,31824,1709,696,921,26,855
C17105,C17,38950,34903,1887,628,849,28,655
C17107,C17,30305,26586,2243,583,422,42,429
C17109,C17,32612,28979,1594,1172,497,48,322
C17111,C17,308760,258584,3045,11882,19673,238,15338
C17113,C17,169572,138835,12246,11057,4105,180,3149
C17115,C17,110768,86822,17916,3958,1033,111,928
C17117,C17,47765,46315,359,673,281,0,137
C17119,C17,269282,233515,21066,7388,4126,169,3018
C17121,C17,39437,36456,1536,903,278,21,243
C17123,C17,12640,12128,44,154,143,0,171
C17125,C17,14666,14296,53,200,86,1,30
C17127,C17,15429,13860,891,388,173,13,104
C17129,C17,12705,12320,74,190,63,2,56
C17131,C17,16434,15912,46,169,241,1,65
C17133,C17,32957,31991,64,452,296,5,149
C17135,C17,30104,28334,949,362,298,3,158
C17137,C17,35547,31937,2104,794,384,18,310
C17139,C17,14846,14524,40,153,98,1,30
C17141,C17,53497,47425,468,863,2442,15,2284
C17143,C17,186494,135620,32720,11052,3180,310,3612
C17145,C17,22350,19463,1856,432,193,10,396
C17147,C17,16729,16276,56,230,117,2,48
C17149,C17,16430,15802,274,182,126,1,45
C17151,C17,4470,4055,269,82,43,0,21
C17153,C17,6161,3937,1976,151,28,18,51
C17155,C17,6006,5654,31,69,149,1,102
C17157,C17,33476,28933,3245,431,385,18,464
C17159,C17,16233,15673,78,277,122,0,83
C17161,C17,147546,111764,12911,5753,8618,378,8122
C17163,C17,270056,169858,81860,9553,4600,442,3743
C17165,C17,24913,23011,974,588,167,21,152
C17167,C17,197465,162987,23146,7852,2116,189,1175
C17169,C17,7544,7163,240,51,42,3,45
C17171,C17,5355,5246,5,61,33,4,6
C17173,C17,22363,21922,48,213,123,2,55
C17175,C17,5994,5826,28,81,29,0,30
C17177,C17,47711,40612,4226,1467,679,49,678
C17179,C17,135394,128625,1351,2904,1600,23,891
C17181,C17,17808,16454,151,340,426,5,432
C17183,C17,81625,65590,10394,2200,1733,177,1531
C17185,C17,11947,11498,73,218,78,4,76
C17187,C17,17707,15582,287,348,583,16,891
C17189,C17,14716,14260,94,165,116,7,74
C17191,C17,16760,16340,40,204,87,2,87
C17193,C17,14665,14308,37,162,85,19,54
C17195,C17,58498,50263,705,1075,3660,76,2719
C17197,C17,677560,455577,74419,41747,59087,1324,45406
C17199,C17,66357,60719,2514,1823,823,26,452
C17201,C17,295266,214196,35358,13535,14456,750,16971
C17203,C17,38664,37294,186,657,349,1,177
C18001,C18,34387,32521,102,352,828,5,579
C18003,C18,355329,271789,40998,19449,9864,620,12609
C18005,C18,76794,66817,1360,3855,2007,60,2695
C18007,C18,8854,8298,36,89,191,6,234
C18009,C18,12766,12403,48,198,67,1,49
C18011,C18,56640,53151,484,1735,802,11,457
C18013,C18,15242,14761,53,250,113,0,65
C18015,C18,20155,19188,42,214,312,6,393
C18017,C18,38966,32624,519,926,1761,59,3077
C18019,C18,110232,93887,7541,3454,2074,120,3156
C18021,C18,26890,26146,85,352,157,2,148
C18023,C18,33224,28349,138,342,1883,4,2508
C18025,C18,10713,10390,21,176,48,3,75
C18027,C18,31648,29696,165,473,381,7,926
C18029,C18,50047,48486,291,768,294,9,199
C18031,C18,25740,24796,76,442,257,6,163
C18033,C18,42223,40406,141,645,525,7,499
C18035,C18,117671,103721,8051,3811,1151,95,842
C18037,C18,41889,38791,109,468,1048,13,1460
C18039,C18,197559,152555,10989,6129,11237,318,16331
C18041,C18,24277,23392,318,344,140,4,79
C18043,C18,74578,66505,3822,2279,903,51,1018
C18045,C18,17240,16598,26,243,204,2,167
C18047,C18,23087,22600,34,243,103,3,104
C18049,C18,20836,19438,144,372,362,6,514
C18051,C18,33503,31752,589,721,234,8,199
C18053,C18,70061,60633,4805,2106,1178,83,1256
C18055,C18,33165,32343,49,451,205,0,117
C18057,C18,274569,237317,9395,18431,5668,208,3550
C18059,C18,70002,65859,1420,1507,785,32,399
C18061,C18,39364,37984,167,632,357,11,213
C18063,C18,145448,128664,6988,5417,2453,96,1830
C18065,C18,49462,46933,1064,774,418,6,267
C18067,C18,82752,72091,5585,2873,1193,95,915
C18069,C18,37124,35692,155,646,370,5,256
C18071,C18,42376,38826,265,875,1218,17,1175
C18073,C18,33478,30988,208,459,1068,4,751
C18075,C18,21253,20356,58,262,263,2,312
C18077,C18,32428,30463,530,680,413,12,330
C18079,C18,28525,27361,206,387,250,10,311
C18081,C18,139654,128903,1536,4945,2237,42,1991
C18083,C18,38440,36154,994,702,321,15,254
C18085,C18,77358,69531,542,1651,2657,30,2947
C18087,C18,37128,35290,109,412,584,8,725
C18089,C18,496005,274162,125506,13674,45250,2757,34656
C18091,C18,111467,90695,11835,2844,3092,166,2835
C18093,C18,46134,44562,181,846,343,5,197
C18095,C18,131636,113577,10887,2983,1875,76,2238
C18097,C18,903393,537905,238454,42568,28948,2521,52997
C18099,C18,47051,42098,196,786,1902,24,2045
C18101,C18,10334,10125,10,129,39,0,31
C18103,C18,36903,33307,1649,1041,569,24,313
C18105,C18,137974,118837,4363,10745,2272,128,1629
C18107,C18,38124,35374,307,704,935,20,784
C18109,C18,68894,66782,175,1117,525,1,294
C18111,C18,14244,13296,53,178,404,3,310
C18113,C18,47536,42104,170,695,1866,15,2686
C18115,C18,6128,5967,21,71,45,1,23
C18117,C18,19840,19144,168,334,101,2,91
C18119,C18,21575,20983,65,329,146,0,52
C18121,C18,17339,16545,391,188,126,6,83
C18123,C18,19338,18428,469,249,129,2,61
C18125,C18,12845,12544,38,143,66,1,53
C18127,C18,164343,141243,4649,4518,8752,245,4936
C18129,C18,25910,25046,230,386,139,3,106
C18131,C18,13402,12823,87,167,202,1,122
C18133,C18,37963,35128,1485,763,321,20,246
C18135,C18,26171,24895,114,372,263,3,524
C18137,C18,28818,27879,67,427,253,2,190
C18139,C18,17392,16839,129,234,106,3,81
C18141,C18,266931,201701,33407,12428,8271,551,10573
C18143,C18,24181,23471,52,304,196,5,153
C18145,C18,44436,41622,428,739,780,27,840
C18147,C18,20952,20101,96,238,194,0,323
C18149,C18,23363,22212,63,322,471,3,292
C18151,C18,34185,32513,155,535,585,24,373
C18153,C18,21475,19930,946,305,202,15,77
C18155,C18,10613,10318,31,117,63,1,83
C18157,C18,172780,138855,6731,14247,6335,182,6430
C18159,C18,15936,15355,28,207,196,1,149
C18161,C18,7516,7280,33,121,51,0,31
C18163,C18,179703,153080,16228,6522,1802,119,1952
C18165,C18,16212,15862,21,199,70,3,57
C18167,C18,107848,93550,7371,4458,1657,66,746
C18169,C18,32888,31369,155,667,395,8,294
C18171,C18,8508,8321,10,107,42,1,27
C18173,C18,59689,56095,780,1868,605,23,318
C18175,C18,28262,27539,63,356,175,1,128
C18177,C18,68917,61322,3349,2442,818,69,917
C18179,C18,27636,26604,89,379,298,7,259
C18181,C18,24643,22470,51,376,662,17,1067
C18183,C18,33292,32147,96,534,332,3,180
C19001,C19,7682,7507,11,63,51,0,50
C19003,C19,4029,3922,8,62,31,0,6
C19005,C19,14330,13325,109,139,425,4,328
C19007,C19,12887,12470,55,181,116,8,57
C19009,C19,6119,6007,9,66,25,1,11
C19011,C19,26076,25387,93,321,182,9,84
C19013,C19,131090,109968,11493,4722,2247,147,2513
C19015,C19,26306,25194,202,405,315,4,186
C19017,C19,24276,23459,186,392,142,5,92
C19019,C19,20958,20344,59,312,161,8,74
C19021,C19,20260,13756,497,1399,2585,43,1980
C19023,C19,14867,14552,25,157,84,1,48
C19025,C19,9670,9470,19,91,56,3,31
C19027,C19,20816,20119,82,282,131,1,201
C19029,C19,13956,13502,33,168,134,2,117
C19031,C19,18499,17897,52,266,193,0,91
C19033,C19,44151,40876,555,1026,1088,23,583
C19035,C19,12072,11553,64,181,114,2,158
C19037,C19,12439,12048,29,93,71,12,186
C19039,C19,9286,8208,38,113,550,1,376
C19041,C19,16667,15843,68,279,234,1,242
C19043,C19,18129,17563,60,200,168,1,137
C19045,C19,49116,45454,1258,1161,698,33,512
C19047,C19,17096,12541,195,229,1627,13,2491
C19049,C19,66135,58630,890,2556,2341,28,1690
C19051,C19,8753,8556,7,105,58,0,27
C19053,C19,8457,7946,149,181,122,3,56
C19055,C19,17764,17408,45,172,99,3,37
C19057,C19,40325,36059,2005,1219,645,43,354
C19059,C19,16667,16255,29,205,131,0,47
C19061,C19,93653,86981,2436,2429,1111,50,646
C19063,C19,10302,9319,61,159,272,4,487
C19065,C19,20880,19987,196,317,266,2,112
C19067,C19,16303,15443,200,329,177,3,151
C19069,C19,10680,9334,19,118,667,19,523
C19071,C19,7441,7123,32,99,89,7,91
C19073,C19,9336,9017,22,126,91,4,76
C19075,C19,12453,12190,26,115,79,2,41
C19077,C19,10954,10595,16,141,92,0,110
C19079,C19,15673,14344,40,507,359,10,413
C19081,C19,11341,10744,50,149,213,6,179
C19083,C19,17534,16430,208,245,369,9,273
C19085,C19,14928,14532,25,188,126,0,57
C19087,C19,20145,18141,435,805,416,12,336
C19089,C19,9566,9314,25,109,66,0,52
C19091,C19,9815,9288,39,131,130,5,222
C19093,C19,7089,6907,17,65,50,0,50
C19095,C19,16355,15818,53,177,184,4,119
C19097,C19,19848,19223,58,347,116,3,101
C19099,C19,36842,35284,464,557,355,6,176
C19101,C19,16843,14539,199,1695,220,15,175
C19103,C19,130882,108767,6163,9752,3316,142,2742
C19105,C19,20638,19716,405,247,185,3,82
C19107,C19,10511,10286,50,85,53,0,37
C19109,C19,15543,15121,43,164,102,1,112
C19111,C19,35862,32833,1094,843,704,24,364
C19113,C19,211226,188592,8160,8940,3292,186,2056
C19115,C19,11387,9309,52,229,963,8,826
C19117,C19,8898,8720,15,74,49,2,38
C19119,C19,11581,11267,9,93,73,1,138
C19121,C19,15679,15233,45,204,143,1,53
C19123,C19,22381,21242,251,528,186,3,171
C19125,C19,33309,31834,211,733,369,14,148
C19127,C19,40648,31807,629,1195,4264,50,2703
C19129,C19,15059,14390,57,253,249,0,110
C19131,C19,10776,10564,20,82,57,1,52
C19133,C19,9243,8904,33,199,68,0,39
C19135,C19,7970,7677,22,102,87,0,82
C19137,C19,10740,10265,25,145,195,0,110
C19139,C19,42745,34518,545,879,3543,61,3199
C19141,C19,14398,13605,56,192,224,11,310
C19143,C19,6462,5937,15,80,212,3,215
C19145,C19,15932,14767,344,383,272,8,158
C19147,C19,9421,9108,44,117,103,0,49
C19149,C19,24986,23782,73,389,304,3,435
C19151,C19,7310,7043,26,75,83,0,83
C19153,C19,430640,347710,25344,24939,17185,509,14953
C19155,C19,93158,83609,1216,2182,2949,51,3151
C19157,C19,18914,17705,213,540,252,7,197
C19159,C19,5131,4966,17,57,38,0,53
C19161,C19,10350,10031,31,93,94,0,101
C19163,C19,165224,136884,11413,7730,5383,315,3499
C19165,C19,12167,11763,31,154,146,1,72
C19167,C19,33704,30090,104,509,1351,25,1625
C19169,C19,89542,77812,2125,6910,1532,71,1092
C19171,C19,17767,14874,59,1514,499,1,820
C19173,C19,6317,5872,12,69,196,2,166
C19175,C19,12534,12029,88,192,115,1,109
C19177,C19,7570,7373,15,94,66,0,22
C19179,C19,35625,31157,447,787,1645,35,1554
C19181,C19,46225,44266,213,847,621,3,275
C19183,C19,21704,20114,140,312,682,6,450
C19185,C19,6403,6244,17,73,31,1,37
C19187,C19,38013,34210,1435,922,885,27,534
C19189,C19,10866,10247,78,181,194,7,159
C19191,C19,21056,20153,130,355,194,3,221
C19193,C19,102172,79282,2384,6513,6105,72,7816
C19195,C19,7598,7335,21,95,100,6,41
C19197,C19,13229,11738,40,177,807,17,450
C20001,C20,13371,12285,243,451,193,6,193
C20003,C20,8102,7774,40,165,69,0,54
C20005,C20,16924,15152,844,545,243,9,131
C20007,C20,4861,4608,20,114,65,2,52
C20009,C20,27674,23092,367,532,1475,32,2176
C20011,C20,15173,13953,409,502,162,18,129
C20013,C20,9984,8391,116,1171,103,7,196
C20015,C20,65880,59920,1054,2304,1656,42,904
C20017,C20,2790,2597,34,59,64,0,36
C20019,C20,3669,3291,13,278,40,3,44
C20021,C20,21603,19280,116,1783,233,2,189
C20023,C20,2726,2543,2,39,121,0,21
C20025,C20,2215,1967,0,85,80,1,82
C20027,C20,8535,8184,34,155,117,0,45
C20029,C20,9533,9035,49,166,154,2,127
C20031,C20,8601,8176,47,202,122,0,54
C20033,C20,1891,1783,6,29,42,0,31
C20035,C20,36311,29832,971,2216,1485,33,1774
C20037,C20,39134,34842,757,1773,843,28,891
C20039,C20,2961,2869,17,45,14,0,16
C20041,C20,19754,18312,139,534,468,14,287
C20043,C20,7945,7282,242,256,114,1,50
C20045,C20,110826,90532,4204,10439,3135,153,2363
C20047,C20,3037,2446,5,52,312,16,206
C20049,C20,2882,2694,0,109,48,0,31
C20051,C20,28452,26103,232,818,579,10,710
C20053,C20,6497,5733,299,143,258,0,64
C20055,C20,36776,17049,707,1838,11255,134,5793
C20057,C20,33848,14897,605,1025,10597,114,6610
C20059,C20,25992,23880,320,855,482,9,446
C20061,C20,34362,20587,6015,3508,2151,304,1797
C20063,C20,2695,2618,7,28,28,1,13
C20065,C20,2597,2357,96,85,28,3,28
C20067,C20,7829,4240,31,119,2128,16,1295
C20069,C20,6006,5050,22,79,560,4,291
C20071,C20,1247,1056,3,17,87,3,81
C20073,C20,6689,6257,23,189,137,0,83
C20075,C20,2690,1801,8,54,333,0,494
C20077,C20,6034,5582,21,133,129,1,168
C20079,C20,34684,29332,530,1075,2361,34,1352
C20081,C20,4256,3036,4,67,605,8,536
C20083,C20,1916,1748,20,30,58,0,60
C20085,C20,13462,11559,69,1396,184,4,250
C20087,C20,19126,18170,100,517,249,4,86
C20089,C20,3077,2959,4,51,35,1,27
C20091,C20,544179,446044,23028,36158,22008,608,16333
C20093,C20,3977,2726,16,100,746,7,382
C20095,C20,7858,7486,13,160,125,1,73
C20097,C20,2553,2378,12,64,63,5,31
C20099,C20,21607,18467,987,1278,557,21,297
C20101,C20,1750,1628,8,40,38,0,36
C20103,C20,76227,61226,7007,3686,2653,164,1491
C20105,C20,3241,3116,8,45,42,1,29
C20107,C20,9656,9184,41,245,123,2,61
C20109,C20,2756,2609,16,51,38,5,37
C20111,C20,33690,24704,731,1500,3436,88,3231
C20113,C20,29180,27176,279,700,587,15,423
C20115,C20,12660,11992,95,277,162,9,125
C20117,C20,10117,9727,26,171,122,1,70
C20119,C20,4575,3761,31,107,481,0,195
C20121,C20,32787,30708,411,840,517,15,296
C20123,C20,6373,6197,13,90,47,0,26
C20125,C20,35471,28712,2022,2893,849,37,958
C20127,C20,5923,5572,25,114,115,0,97
C20129,C20,3233,2466,14,130,375,0,248
C20131,C20,10178,9843,51,163,59,6,56
C20133,C20,16512,15136,192,498,406,5,275
C20135,C20,3107,2828,17,33,141,1,87
C20137,C20,5671,5166,162,103,192,3,45
C20139,C20,16295,15560,44,361,236,4,90
C20141,C20,3858,3743,8,61,22,0,24
C20143,C20,6091,5828,49,93,61,0,60
C20145,C20,6973,6018,318,176,304,7,150
C20147,C20,5642,5394,22,105,78,1,42
C20149,C20,21604,19690,214,743,522,13,422
C20151,C20,9656,8812,100,219,271,14,240
C20153,C20,2519,2400,8,31,49,0,31
C20155,C20,64511,55543,1843,1916,2926,87,2196
C20157,C20,4980,4851,22,54,28,3,22
C20159,C20,10083,8683,112,270,530,16,472
C20161,C20,71115,56571,4344,5590,2632,186,1792
C20163,C20,5181,4981,21,72,68,3,36
C20165,C20,3307,3165,8,50,48,0,36
C20167,C20,6970,6640,53,162,72,1,42
C20169,C20,55606,45671,1743,2789,3024,71,2308
C20171,C20,4936,4097,16,70,350,3,400
C20173,C20,498365,348434,44931,40364,32048,1236,31352
C20175,C20,22952,8261,687,1014,7910,87,4993
C20177,C20,177934,134549,14598,9484,9863,682,8758
C20179,C20,2556,2436,3,33,39,0,45
C20181,C20,6010,5214,34,115,382,5,260
C20183,C20,3853,3712,10,74,21,0,36
C20185,C20,4437,3805,10,93,305,3,221
C20187,C20,2235,1351,12,44,519,1,308
C20189,C20,5724,3744,14,100,1241,2,623
C20191,C20,24132,22044,211,780,661,19,417
C20193,C20,7900,7336,47,147,173,2,195
C20195,C20,3001,2902,13,35,17,0,34
C20197,C20,7053,6664,28,156,144,1,60
C20199,C20,1485,1354,2,21,41,0,67
C20201,C20,5799,5558,23,74,74,2,68
C20203,C20,2234,1647,14,23,325,5,220
C20205,C20,9409,8866,30,296,129,1,87
C20207,C20,3309,3139,12,89,22,0,47
C20209,C20,157505,68170,39046,8656,17886,696,23051
C21001,C21,18656,17558,501,278,138,2,179
C21003,C21,19956,19203,159,297,159,5,133
C21005,C21,21421,20314,427,392,144,6,138
C21007,C21,8249,7762,238,159,46,0,44
C21009,C21,42173,38597,1617,849,400,13,697
C21011,C21,11591,11130,152,152,45,0,112
C21013,C21,28691,27297,633,563,118,11,69
C21015,C21,118811,106955,2928,4723,2095,64,2046
C21017,C21,19985,17027,1187,403,577,11,780
C21019,C21,49542,46463,1374,991,438,27,249
C21021,C21,28432,24704,2106,826,382,15,399
C21023,C21,8488,8251,29,112,49,0,47
C21025,C21,13878,13575,43,171,62,0,27
C21027,C21,20059,19134,404,346,72,5,98
C21029,C21,74319,71368,472,1441,601,12,425
C21031,C21,12690,12182,47,139,121,1,200
C21033,C21,12984,11952,664,239,92,4,33
C21035,C21,37191,33672,1375,1254,536,17,337
C21037,C21,90336,84406,2253,2182,809,37,649
C21039,C21,5104,4906,35,80,55,4,24
C21041,C21,10811,9575,160,287,380,3,406
C21043,C21,27720,26930,145,324,171,2,148
C21045,C21,15955,15326,80,171,179,5,194
C21047,C21,73955,50709,15445,3260,2187,262,2092
C21049,C21,35613,32407,1693,622,426,15,450
C21051,C21,21730,20189,900,239,275,15,112
C21053,C21,10272,9865,39,137,73,0,158
C21055,C21,9315,9065,76,126,40,0,8
C21057,C21,6856,6508,177,108,32,1,30
C21059,C21,96656,87005,4583,2543,1129,43,1353
C21061,C21,12161,11733,166,162,56,3,41
C21063,C21,7852,7473,262,55,33,6,23
C21065,C21,14672,14407,28,136,50,1,50
C21067,C21,295803,216072,42336,16921,7927,636,11911
C21069,C21,14348,13858,181,160,62,2,85
C21071,C21,39451,38624,292,316,108,2,109
C21073,C21,49285,41026,5078,1807,588,50,736
C21075,C21,6813,4973,1607,180,31,2,20
C21077,C21,8589,7952,109,156,180,4,188
C21079,C21,16912,15965,339,205,153,7,243
C21081,C21,24662,23545,173,367,297,5,275
C21083,C21,37121,32608,1597,817,960,10,1129
C21085,C21,25746,24885,260,343,167,4,87
C21087,C21,11258,10691,222,186,84,2,73
C21089,C21,36910,35752,255,619,176,2,106
C21091,C21,8565,8282,70,119,49,5,40
C21093,C21,105543,82139,11878,6209,2832,397,2088
C21095,C21,29278,28030,639,399,114,4,92
C21097,C21,18846,17846,379,284,191,6,140
C21099,C21,18199,16771,883,284,135,2,124
C21101,C21,46250,40773,3568,1051,444,22,392
C21103,C21,15416,14272,410,287,180,9,258
C21105,C21,4902,4298,451,96,34,1,22
C21107,C21,46920,41940,3069,1177,349,17,368
C21109,C21,13494,13298,13,99,50,3,31
C21111,C21,741096,522561,152451,33542,16153,1795,14594
C21113,C21,48586,44336,1487,1410,811,12,530
C21115,C21,23356,22900,56,291,76,0,33
C21117,C21,159720,143430,7267,4798,1964,92,2169
C21119,C21,16346,16015,116,116,52,2,45
C21121,C21,31883,30805,344,464,162,2,106
C21123,C21,14193,13096,441,255,233,3,165
C21125,C21,58849,56732,405,995,380,12,325
C21127,C21,15860,15582,32,169,39,1,37
C21129,C21,7887,7564,185,80,43,0,15
C21131,C21,11310,11152,22,96,27,0,13
C21133,C21,24519,24120,85,190,95,0,29
C21135,C21,13870,13650,35,107,61,2,15
C21137,C21,24742,23404,560,406,151,5,216
C21139,C21,9519,9243,16,137,75,5,43
C21141,C21,26835,23934,1734,516,253,33,365
C21143,C21,8314,7672,437,128,57,4,16
C21145,C21,65565,55025,7179,1978,737,45,601
C21147,C21,18306,16557,977,380,167,32,193
C21149,C21,9531,9278,53,94,24,2,80
C21151,C21,82916,74967,3565,2571,959,46,808
C21153,C21,13333,13106,18,114,43,0,52
C21155,C21,19820,17285,1593,460,169,11,302
C21157,C21,31448,30669,48,381,231,1,118
C21159,C21,12929,11533,882,126,356,14,18
C21161,C21,17490,15686,1117,439,115,3,130
C21163,C21,28602,25905,899,939,522,49,288
C21165,C21,6306,6056,112,87,32,4,15
C21167,C21,21331,19614,751,476,175,14,301
C21169,C21,10099,9730,153,101,44,1,70
C21171,C21,10963,10314,231,129,117,0,172
C21173,C21,26499,24715,712,412,316,19,325
C21175,C21,13923,13048,598,169,76,2,30
C21177,C21,31499,29301,1417,414,213,9,145
C21179,C21,43437,39498,2168,883,434,15,439
C21181,C21,7135,6922,41,74,61,0,37
C21183,C21,23842,22531,187,280,413,9,422
C21185,C21,60316,53796,2571,1816,1108,49,976
C21187,C21,10841,10367,90,138,103,1,142
C21189,C21,4755,4659,13,44,33,0,6
C21191,C21,14877,14521,47,166,82,6,55
C21193,C21,28712,27622,432,473,84,3,98
C21195,C21,65024,63431,348,799,287,1,158
C21197,C21,12613,12264,78,139,57,1,74
C21199,C21,63063,59943,705,1097,682,22,614
C21201,C21,2282,2232,3,25,9,1,12
C21203,C21,17056,16741,19,193,42,0,61
C21205,C21,23333,22266,341,432,154,8,132
C21207,C21,17565,16676,79,225,267,3,315
C21209,C21,47173,41441,2433,1305,964,35,995
C21211,C21,42074,34080,3038,1144,1863,108,1841
C21213,C21,17327,14941,1615,446,177,10,138
C21215,C21,17061,16278,256,288,141,2,96
C21217,C21,24512,22329,1210,540,210,6,217
C21219,C21,12460,10797,989,180,296,7,191
C21221,C21,14339,12675,1171,318,106,0,69
C21223,C21,8809,8408,21,157,84,6,133
C21225,C21,15007,12654,1803,307,170,5,68
C21227,C21,113792,92807,10204,5607,2360,107,2707
C21229,C21,11717,10401,736,187,242,6,145
C21231,C21,20813,19591,308,313,214,8,379
C21233,C21,13621,12233,553,255,216,10,354
C21235,C21,35637,34521,205,601,183,0,127
C21237,C21,7355,7241,10,63,24,0,17
C21239,C21,24939,21556,1216,487,807,14,859
C22001,C22,61773,48555,11133,1025,572,42,446
C22003,C22,25764,18276,5957,1189,159,28,155
C22005,C22,107215,75949,23727,2515,2623,119,2282
C22007,C22,23421,15442,7111,370,193,30,275
C22009,C22,42073,27877,12318,1272,311,80,215
C22011,C22,35654,28730,4597,1324,591,58,354
C22013,C22,14353,7850,6048,248,85,28,94
C22015,C22,116979,80991,24245,4717,3439,216,3371
C22017,C22,254969,121969,119697,7174,2973,567,2589
C22019,C22,192768,133703,47490,6630,2811,292,1842
C22021,C22,10132,8045,1735,130,168,11,43
C22023,C22,6839,6465,119,101,81,0,73
C22025,C22,10407,6946,3273,98,39,7,44
C22027,C22,17195,8084,8707,233,83,26,62
C22029,C22,20822,11829,8503,281,130,10,69
C22031,C22,26656,15092,10402,501,364,47,250
C22033,C22,440171,206664,198590,18643,8263,915,7096
C22035,C22,7759,2198,5324,110,47,32,48
C22037,C22,20267,10666,9052,341,117,56,35
