FIPS,StateFIPS,TotPop,NHisWhite,NHisBlack,NHisOther,HisWhite,HisBlack,HisOther
C29135,C29,12298,12006,157,89,38,0,8
C29137,C29,9104,8675,351,30,38,6,4
C29139,C29,11355,10987,289,34,28,0,17
C29141,C29,15574,15314,94,97,50,0,19
C29143,C29,20928,17497,3267,71,61,12,20
C29145,C29,44445,42757,173,1162,243,1,109
C29147,C29,21709,21203,164,207,75,2,58
C29149,C29,9470,9383,3,52,19,0,13
C29151,C29,12018,11901,38,23,39,0,17
C29153,C29,8598,8490,2,50,38,0,18
C29155,C29,21921,16175,5575,82,47,21,21
C29157,C29,16648,16467,11,98,58,4,10
C29159,C29,35437,33781,1164,224,182,3,83
C29161,C29,35248,33626,396,923,189,1,113
C29163,C29,15969,14939,832,79,94,13,12
C29165,C29,57867,54438,1195,1073,689,22,450
C29167,C29,21826,21384,67,202,124,3,46
C29169,C29,41307,32377,5493,1484,762,115,1076
C29171,C29,5079,5042,1,12,17,0,7
C29173,C29,8476,8300,138,24,12,0,2
C29175,C29,24370,22199,1826,166,133,11,35
C29177,C29,21971,21410,296,146,67,6,46
C29179,C29,6661,6613,3,17,20,0,8
C29181,C29,12303,12150,6,69,61,0,17
C29183,C29,212907,203705,4917,1977,1719,46,543
C29185,C29,8457,8356,22,46,23,0,10
C29186,C29,16037,15888,45,55,37,0,12
C29187,C29,48904,47489,945,231,153,17,69
C29189,C29,993529,829052,138786,15880,7180,532,2099
C29195,C29,23523,21862,1342,111,112,10,86
C29197,C29,4236,4207,0,11,10,0,8
C29199,C29,4822,4797,3,10,11,0,1
C29201,C29,39376,35537,3486,147,123,11,72
C29203,C29,7613,7559,3,29,14,0,8
C29205,C29,6942,6841,55,23,17,1,5
C29207,C29,28895,28249,408,106,98,1,33
C29209,C29,19078,18790,6,168,93,0,21
C29211,C29,6326,6281,1,16,23,0,5
C29213,C29,25561,25119,16,232,132,0,62
C29215,C29,21476,21203,16,144,91,0,22
C29217,C29,19041,18703,59,177,84,0,18
C29219,C29,19534,18790,507,85,113,6,33
C29221,C29,20380,19863,378,56,51,0,32
C29223,C29,11543,11437,7,55,34,0,10
C29225,C29,23753,23232,190,191,90,0,50
C29227,C29,2440,2424,1,6,1,0,8
C29229,C29,16758,16524,36,137,51,0,10
C29510,C29,396685,198956,187805,4800,3129,603,1392
C30001,C30,8424,8138,8,145,56,0,77
C30003,C30,11337,4801,16,6226,115,2,177
C30005,C30,6728,4026,6,2642,14,0,40
C30007,C30,3318,3235,1,49,19,0,14
C30009,C30,8080,7928,3,59,49,0,41
C30011,C30,1503,1480,0,11,7,0,5
C30013,C30,77691,71569,1018,3706,776,43,579
C30015,C30,5452,5205,4,218,16,0,9
C30017,C30,11697,11309,11,217,89,1,70
C30019,C30,2266,2230,0,24,12,0,0
C30021,C30,9505,9341,0,100,35,0,29
C30023,C30,10278,9816,29,276,89,0,68
C30025,C30,3103,3075,0,22,3,0,3
C30027,C30,12083,11874,8,129,48,2,22
C30029,C30,59218,57447,55,1100,450,1,165
C30031,C30,50463,48751,78,1041,429,2,162
C30033,C30,1589,1583,0,6,0,0,0
C30035,C30,12121,5244,11,6788,14,0,64
C30037,C30,912,890,0,14,5,0,3
C30039,C30,2548,2514,0,25,7,0,2
C30041,C30,17654,14646,19,2813,83,0,93
C30043,C30,7939,7715,4,137,65,1,17
C30045,C30,2282,2262,0,12,7,0,1
C30047,C30,21041,16270,14,4355,141,1,260
C30049,C30,47495,45597,63,1259,394,6,176
C30051,C30,2295,2274,3,14,4,0,0
C30053,C30,17481,16945,11,328,158,0,39
C30055,C30,2276,2246,1,19,10,0,0
C30057,C30,5989,5847,0,54,61,0,27
C30059,C30,1819,1774,0,19,11,0,15
C30061,C30,3315,3174,3,97,30,0,11
C30063,C30,78687,75017,172,2536,633,13,316
C30065,C30,4106,4034,2,34,22,0,14
C30067,C30,14562,14091,60,179,136,9,87
C30069,C30,519,516,0,3,0,0,0
C30071,C30,5163,4718,2,399,23,0,21
C30073,C30,6433,5676,5,721,15,0,16
C30075,C30,2090,2030,0,40,14,0,6
C30077,C30,6620,6239,22,282,32,0,45
C30079,C30,1383,1348,0,19,13,0,3
C30081,C30,25010,24256,34,351,272,2,95
C30083,C30,10716,10309,3,164,136,1,103
C30085,C30,10999,5545,17,5334,24,0,79
C30087,C30,10505,7470,25,2785,74,8,143
C30089,C30,8669,8058,12,495,77,0,27
C30091,C30,4732,4632,0,62,18,0,20
C30093,C30,33941,32500,32,599,526,1,283
C30095,C30,6536,6383,5,56,51,0,41
C30097,C30,3154,3121,2,24,5,0,2
C30099,C30,6271,6127,3,104,27,0,10
C30101,C30,5046,4871,5,134,29,0,7
C30103,C30,874,840,0,8,14,0,12
C30105,C30,8239,7390,9,778,33,0,29
C30107,C30,2246,2196,1,27,7,0,15
C30109,C30,1191,1185,0,4,2,0,0
C30111,C30,113419,106068,465,3728,1853,46,1259
C30113,C30,52,52,0,0,0,0,0
C31001,C31,29625,28922,181,219,162,0,141
C31003,C31,7965,7928,2,30,2,0,3
C31005,C31,462,459,0,3,0,0,0
C31007,C31,852,829,1,3,3,0,16
C31009,C31,675,671,1,3,0,0,0
C31011,C31,6667,6636,1,13,12,1,4
C31013,C31,13130,12022,49,337,479,0,243
C31015,C31,2835,2806,0,23,4,0,2
C31017,C31,3657,3617,1,18,19,0,2
C31019,C31,37447,35992,161,271,438,5,580
C31021,C31,7868,7708,8,78,41,0,33
C31023,C31,8601,8542,10,29,18,0,2
C31025,C31,21318,20909,39,175,124,3,68
C31027,C31,10131,10085,6,23,14,0,3
C31029,C31,4381,4281,1,11,68,0,20
C31031,C31,6307,6091,2,190,16,1,7
C31033,C31,9494,9090,6,81,160,2,155
C31035,C31,7123,7050,1,29,17,0,26
C31037,C31,9139,8878,3,34,124,0,100
C31039,C31,10117,10064,8,30,12,0,3
C31041,C31,12270,12104,3,79,48,0,36
C31043,C31,16742,14996,74,656,485,2,529
C31045,C31,9021,8409,53,417,83,2,57
C31047,C31,19940,19164,11,102,365,4,294
C31049,C31,2237,2118,1,16,67,0,35
C31051,C31,6143,6121,4,14,3,0,1
C31053,C31,34500,33979,63,235,153,10,60
C31055,C31,416444,353374,45104,6598,6064,437,4867
C31057,C31,2582,2559,0,8,9,0,6
C31059,C31,7103,7014,13,41,28,1,6
C31061,C31,3938,3908,6,16,7,0,1
C31063,C31,3101,3062,1,19,12,0,7
C31065,C31,5553,5490,2,24,25,2,10
C31067,C31,22794,22459,45,180,71,0,39
C31069,C31,2460,2445,0,0,10,0,5
C31071,C31,2141,2130,0,8,3,0,0
C31073,C31,1928,1918,0,1,9,0,0
C31075,C31,769,759,0,8,1,0,1
C31077,C31,3006,2997,0,7,2,0,0
C31079,C31,48925,45986,134,689,1277,11,828
C31081,C31,8862,8766,9,30,45,0,12
C31083,C31,3810,3800,2,3,4,0,1
C31085,C31,1222,1212,0,4,6,0,0
C31087,C31,3750,3715,0,12,18,0,5
C31089,C31,12599,12526,3,47,11,0,12
C31091,C31,793,779,0,0,13,0,1
C31093,C31,6055,6000,1,12,20,0,22
C31095,C31,8759,8646,2,30,64,2,15
C31097,C31,4673,4522,1,103,19,0,28
C31099,C31,6629,6506,0,9,73,0,41
C31101,C31,8584,8185,10,53,218,0,118
C31103,C31,1029,1027,0,1,1,0,0
C31105,C31,4108,3947,2,13,127,0,19
C31107,C31,9534,9025,0,500,6,0,3
C31109,C31,213641,200521,4583,4599,2142,76,1720
C31111,C31,32508,30561,90,234,793,5,825
C31113,C31,878,872,3,0,1,0,2
C31115,C31,683,681,0,1,1,0,0
C31117,C31,546,545,1,0,0,0,0
C31119,C31,32655,31524,238,324,210,0,359
C31121,C31,8042,7938,2,31,58,1,12
C31123,C31,5423,4952,1,36,250,0,184
C31125,C31,4275,4224,1,12,26,0,12
C31127,C31,7980,7862,71,27,14,1,5
C31129,C31,5786,5760,1,8,14,0,3
C31131,C31,14252,14062,25,59,76,0,30
C31133,C31,3317,3290,3,7,14,0,3
C31135,C31,3367,3299,0,15,21,0,32
C31137,C31,9715,9587,5,32,66,0,25
C31139,C31,7827,7779,0,34,3,0,11
C31141,C31,29820,29374,53,138,149,1,105
C31143,C31,5675,5623,1,21,9,0,21
C31145,C31,11705,11435,13,47,133,0,77
C31147,C31,9937,9701,5,187,37,0,7
C31149,C31,2019,2012,0,1,5,0,1
C31151,C31,12715,12486,16,139,51,0,23
C31153,C31,102583,91663,5236,2301,2049,100,1234
C31155,C31,18285,18090,14,77,67,1,36
C31157,C31,36025,29938,51,799,2884,19,2334
C31159,C31,15450,15280,20,70,54,0,26
C31161,C31,6750,6170,2,510,30,1,37
C31163,C31,3718,3697,0,13,3,0,5
C31165,C31,1549,1501,0,4,9,0,35
C31167,C31,6244,6157,23,41,10,0,13
C31169,C31,6635,6546,4,26,49,0,10
C31171,C31,851,839,0,1,8,0,3
C31173,C31,6936,3857,8,3009,4,0,58
C31175,C31,5169,5126,6,20,1,0,16
C31177,C31,16607,16348,82,73,55,3,46
C31179,C31,9364,9241,39,62,16,1,5
C31181,C31,4279,4248,1,19,8,0,3
C31183,C31,948,945,0,3,0,0,0
C31185,C31,14428,14133,88,95,83,1,28
C32001,C32,17938,15430,200,1300,598,3,407
C32003,C32,741459,558875,68858,30822,43783,1880,37241
C32005,C32,27637,25019,81,885,1111,5,536
C32007,C32,33530,26730,249,2212,2240,17,2082
C32009,C32,1344,1137,7,75,34,0,91
C32011,C32,1547,1354,5,50,88,0,50
C32013,C32,12844,9721,70,718,1040,11,1284
C32015,C32,6266,5200,9,268,463,0,326
C32017,C32,3775,3463,79,77,92,2,62
C32019,C32,20001,17707,65,718,680,1,830
C32021,C32,6475,4871,343,715,271,8,267
C32023,C32,17781,15635,274,635,758,17,462
C32027,C32,4336,3442,13,219,321,0,341
C32029,C32,2526,2345,8,77,45,0,51
C32031,C32,254667,212416,5414,13878,12679,266,10014
C32033,C32,9264,7928,178,306,526,10,316
C32510,C32,40443,35084,650,1599,1609,48,1453
C33001,C33,49216,48581,62,328,207,5,33
C33003,C33,35410,35039,64,175,111,2,19
C33005,C33,70121,69130,201,456,274,6,54
C33007,C33,34828,34449,33,196,114,4,32
C33009,C33,74929,72915,384,1031,480,20,99
C33011,C33,336073,323113,2738,4526,3708,263,1725
C33013,C33,120005,117997,415,813,583,36,161
C33015,C33,245845,238500,2232,2718,1703,94,598
C33017,C33,104233,101668,559,1169,640,16,181
C33019,C33,38592,38092,61,274,129,3,33
C34001,C34,224327,165233,37734,5243,6855,1330,7932
C34003,C34,825380,682210,38037,55357,35697,1994,12085
C34005,C34,395066,318109,55063,9075,6622,1482,4715
C34007,C34,502824,376357,77875,12570,8993,3790,23239
C34009,C34,95089,87192,5223,819,905,111,839
C34011,C34,138053,95129,22167,2409,6338,1151,10859
C34013,C34,778206,350985,305786,23658,47039,10476,40262
C34015,C34,230082,202989,19591,3371,2520,344,1267
C34017,C34,553099,262077,69856,37701,118535,9914,55016
C34019,C34,107776,102400,2119,1525,1368,98,266
C34021,C34,325824,236143,59449,10567,8513,2032,9120
C34023,C34,671780,516948,49733,45323,33058,3896,22822
C34025,C34,553124,469109,45683,15925,14168,1546,6693
C34027,C34,421353,372418,11931,17190,14263,560,4991
C34029,C34,433203,403371,11405,4477,9338,630,3982
C34031,C34,453060,284276,57746,12946,41254,8331,48507
C34033,C34,65294,53839,9391,628,555,176,705
C34035,C34,240279,204834,14403,10855,6550,421,3216
C34037,C34,130943,125403,1191,1438,2428,51,432
C34039,C34,493819,322247,89222,14553,45169,3585,19043
C34041,C34,91607,87697,1240,886,1331,62,391
C35001,C35,480577,267965,11862,22440,101480,1337,75493
C35003,C35,2563,1808,7,20,700,0,28
C35005,C35,57849,34792,1094,692,12998,103,8170
C35006,C35,23794,6491,179,9015,7408,12,689
C35007,C35,12925,6571,29,135,4126,15,2049
C35009,C35,42207,28331,2772,1089,3573,137,6305
C35011,C35,2252,1480,2,34,627,0,109
C35013,C35,135510,55158,1968,1936,68276,204,7968
C35015,C35,48605,30236,742,482,9361,84,7700
C35017,C35,27676,13241,120,254,12504,17,1540
C35019,C35,4156,597,7,47,2479,5,1021
C35021,C35,987,517,2,7,270,0,191
C35023,C35,5958,2917,9,48,2540,2,442
C35025,C35,55765,36089,2546,532,9728,65,6805
C35027,C35,12219,8585,60,147,2590,5,832
C35028,C35,18115,15467,88,552,1597,8,403
C35029,C35,18110,9113,209,160,7184,44,1400
C35031,C35,60686,9614,282,43026,3681,13,4070
C35033,C35,4264,615,2,24,1808,0,1815
C35035,C35,51928,33268,2650,3630,8045,105,4230
C35037,C35,10823,6497,124,142,1534,27,2499
C35039,C35,34365,4375,117,4918,19948,21,4986
C35041,C35,16702,11702,210,242,1615,11,2922
C35043,C35,63319,32390,844,12713,11050,95,6227
C35045,C35,91605,45813,402,33381,5993,27,5989
C35047,C35,25743,4689,145,418,11703,25,8763
C35049,C35,98928,46450,505,3034,32940,110,15889
C35051,C35,9912,7419,29,85,1835,10,534
C35053,C35,14764,5972,106,1629,5451,8,1598
C35055,C35,23118,6401,46,1663,10467,17,4524
C35057,C35,10285,6224,34,135,2727,9,1156
C35059,C35,4124,2718,2,14,1248,0,142
C35061,C35,45235,20659,448,1395,14378,52,8303
C36001,C36,292594,257512,24068,5703,3084,634,1593
C36003,C36,50470,49453,295,409,217,10,86
C36005,C36,1203789,272503,369113,39062,157574,80286,285251
C36007,C36,212160,201385,4132,4165,1564,201,713
C36009,C36,84234,80757,742,2201,334,15,185
C36011,C36,82313,77719,2774,618,601,221,380
C36013,C36,141895,134436,2297,1107,1875,108,2072
C36015,C36,95195,87800,4913,1041,570,332,539
C36017,C36,51768,50615,354,323,361,30,85
C36019,C36,85969,79647,3330,887,948,414,743
C36021,C36,62982,59246,2290,425,643,151,227
C36023,C36,48963,47838,317,361,294,31,122
C36025,C36,47225,45930,447,312,377,29,130
C36027,C36,259462,222791,20558,6348,6403,1230,2132
C36029,C36,968532,822166,108240,15877,9737,1612,10900
C36031,C36,37152,35227,931,246,455,120,173
C36033,C36,46540,41435,1508,2474,462,233,428
C36035,C36,54191,52817,614,349,304,33,74
C36037,C36,60060,57660,1038,911,277,27,147
C36039,C36,44739,40902,1977,338,701,193,628
C36041,C36,5279,5219,12,17,28,0,3
C36043,C36,65797,64990,182,255,295,6,69
C36045,C36,110943,100179,6200,1428,978,301,1857
C36047,C36,2300664,923229,797802,117222,155320,74503,232588
C36049,C36,26796,26403,110,155,67,3,58
C36051,C36,62372,59485,1380,532,498,133,344
C36053,C36,69120,67139,716,693,342,36,194
C36055,C36,713968,589723,82876,14919,10605,2165,13680
C36057,C36,51981,48601,343,334,1572,101,1030
C36059,C36,1287348,1063903,105315,40744,51216,5742,20428
C36061,C36,1487536,726755,261120,113031,140472,65847,180311
C36063,C36,220756,203818,11973,2867,1490,131,477
C36065,C36,250836,229617,12638,2777,2844,1023,1937
C36067,C36,468973,414524,36912,10342,4009,812,2374
C36069,C36,95101,91496,1596,743,777,122,367
C36071,C36,307647,260968,20731,4413,12632,1492,7411
C36073,C36,41846,37890,2574,353,398,180,451
C36075,C36,121771,119132,578,902,778,41,340
C36077,C36,60517,58595,757,445,516,53,151
C36079,C36,83941,80016,806,873,1811,45,390
C36081,C36,1951598,937557,390842,242079,191635,32369,157116
C36083,C36,154429,144946,5024,2595,1251,146,467
C36085,C36,378977,303081,28172,17485,18962,2458,8819
C36087,C36,265475,212066,24352,11346,10792,2116,4803
C36089,C36,111974,107708,1364,1627,562,257,456
C36091,C36,181276,175536,2131,1658,1367,147,437
C36093,C36,149285,138428,6133,2235,1415,215,859
C36095,C36,31859,30767,369,185,329,59,150
C36097,C36,18662,18254,148,95,99,9,57
C36099,C36,33683,32501,513,306,230,25,108
C36101,C36,99088,96638,1135,797,401,18,99
C36103,C36,1321864,1130694,77303,26015,59621,5607,22624
C36105,C36,69277,58243,5572,715,3005,312,1430
C36107,C36,52337,51256,298,416,242,16,109
C36109,C36,94097,83475,3023,5482,1399,109,609
C36111,C36,165304,148769,7198,2505,4361,857,1614
C36113,C36,59209,58059,299,375,393,2,81
C36115,C36,59330,56097,1712,208,608,339,366
C36117,C36,89123,84263,2735,607,751,58,709
C36119,C36,874866,640558,114265,33849,53750,5930,26514
C36121,C36,42507,39442,1840,221,293,225,486
C36123,C36,22810,22330,139,111,171,9,50
C37001,C37,108213,85913,20763,801,460,59,217
C37003,C37,27544,25597,1662,101,70,11,103
C37005,C37,9590,9316,176,13,22,1,62
C37007,C37,23474,12232,11078,97,32,28,7
C37009,C37,22209,21910,144,53,50,0,52
C37011,C37,14867,14554,156,39,42,2,74
C37013,C37,42283,28845,13155,86,104,39,54
C37015,C37,20388,7782,12512,62,8,19,5
C37017,C37,28663,16860,11167,486,66,32,52
C37019,C37,50985,41120,9172,317,216,39,121
C37021,C37,174821,158117,14279,1252,862,57,254
C37023,C37,75744,69306,5159,935,215,19,110
C37025,C37,98935,84964,12805,683,322,48,113
C37027,C37,70709,66322,3864,208,184,17,114
C37029,C37,5904,4375,1481,24,13,0,11
C37031,C37,52556,47188,4369,549,257,16,177
C37033,C37,20693,12099,8409,49,56,27,53
C37035,C37,118412,105795,10649,1047,575,40,306
C37037,C37,38759,29194,8794,207,229,51,284
C37039,C37,20170,19233,358,448,80,3,48
C37041,C37,13506,8314,5041,56,35,46,14
C37043,C37,7155,7028,41,46,33,0,7
C37045,C37,84714,66152,17701,485,210,40,126
C37047,C37,49587,32816,15122,1407,81,59,102
C37049,C37,81613,57796,20940,1056,864,176,781
C37051,C37,274566,165057,86216,9995,5012,1280,7006
C37053,C37,13736,11965,1542,119,86,3,21
C37055,C37,22746,21626,807,114,140,4,55
C37057,C37,126677,112937,12275,863,359,39,204
C37059,C37,27859,25115,2473,142,79,9,41
C37061,C37,39995,25635,13200,145,292,59,664
C37063,C37,181835,108722,67385,3674,1164,269,621
C37065,C37,56558,24581,31565,157,84,96,75
C37067,C37,265878,195660,65858,2258,1258,244,600
C37069,C37,36414,23197,12791,136,91,52,147
C37071,C37,175093,150295,22602,1332,573,74,217
C37073,C37,9305,5087,4176,21,14,4,3
C37075,C37,7196,6707,1,459,24,0,5
C37077,C37,38345,22913,14872,204,156,37,163
C37079,C37,15384,8690,6505,20,57,16,96
C37081,C37,347420,247891,91282,5360,1693,373,821
C37083,C37,55516,25915,27488,1876,94,98,45
C37085,C37,67822,50553,15221,889,564,94,501
C37087,C37,46942,45815,647,240,196,1,43
C37089,C37,69285,65606,2348,485,552,13,281
C37091,C37,22523,9172,12952,318,42,18,21
C37093,C37,22856,9556,9840,3242,79,38,101
C37095,C37,5411,3582,1778,8,14,3,26
C37097,C37,92931,76897,14821,541,310,48,314
C37099,C37,26846,23507,425,2759,102,0,53
C37101,C37,81306,65370,14331,343,403,58,801
C37103,C37,9414,5665,3670,26,22,7,24
C37105,C37,41374,30928,9310,336,288,91,421
C37107,C37,57274,34136,22456,219,186,83,194
C37109,C37,50319,45359,4096,294,351,12,207
C37111,C37,35681,33820,1474,273,81,5,28
C37113,C37,23499,22818,384,132,101,1,63
C37115,C37,16953,16684,135,48,60,1,25
C37117,C37,25078,13772,11149,58,16,37,46
C37119,C37,511433,360554,133866,10320,4097,602,1994
C37121,C37,14433,14324,23,36,30,0,20
C37123,C37,23346,16564,5986,240,209,15,332
C37125,C37,59013,47260,10832,451,204,50,216
C37127,C37,76677,51563,24067,441,311,75,220
C37129,C37,120284,94288,23983,1089,607,114,203
C37131,C37,20798,8371,12257,54,26,71,19
C37133,C37,149838,108890,29137,3776,3049,671,4315
C37135,C37,93851,75055,14847,2670,816,46,417
C37137,C37,11372,8317,2940,54,45,11,5
C37139,C37,31298,19259,11557,236,144,26,76
C37141,C37,28855,19723,8739,120,105,31,137
C37143,C37,10447,6959,3421,39,20,5,3
C37145,C37,30180,20655,9080,196,85,26,138
C37147,C37,107924,70217,35813,917,426,108,443
C37149,C37,14416,13201,1053,47,75,0,40
C37151,C37,106546,98659,6350,803,383,17,334
C37153,C37,44518,30729,12798,698,87,71,135
C37155,C37,105179,37850,26125,40500,136,60,508
C37157,C37,86064,67603,17492,349,290,56,274
C37159,C37,110605,91521,17719,714,330,54,267
C37161,C37,56918,49896,6488,192,237,26,79
C37163,C37,47297,30016,15630,924,257,56,414
C37165,C37,33754,18867,12071,2498,158,105,55
C37167,C37,51765,45102,5954,400,167,18,124
C37169,C37,37223,34787,2063,119,130,6,118
C37171,C37,61704,58160,2765,177,223,15,364
C37173,C37,11268,7930,191,3069,20,5,53
C37175,C37,25520,24004,1185,177,117,4,33
C37177,C37,3856,2294,1542,9,3,1,7
C37179,C37,84211,69624,13358,554,399,69,207
C37181,C37,38892,21019,17475,127,127,37,107
C37183,C37,423380,321008,87565,9411,3003,492,1901
C37185,C37,17265,6571,9818,778,22,29,47
C37187,C37,13997,7531,6351,50,25,15,25
C37189,C37,36952,35725,766,212,205,2,42
C37191,C37,104666,68529,33683,1098,643,110,603
C37193,C37,59393,56044,2818,169,193,6,163
C37195,C37,66061,40461,24817,246,162,79,296
C37197,C37,30488,28755,1294,51,129,1,258
C37199,C37,15419,15181,151,38,40,0,9
C38001,C38,3174,3160,3,10,1,0,0
C38003,C38,12545,12389,27,95,20,0,14
C38005,C38,7198,4408,0,2766,9,0,15
C38007,C38,1108,1105,0,3,0,0,0
C38009,C38,8011,7916,6,73,12,0,4
C38011,C38,3596,3580,0,10,5,0,1
C38013,C38,3002,2970,1,17,11,0,3
C38015,C38,60131,57919,66,1785,187,0,174
C38017,C38,102874,99986,274,1914,456,6,238
C38019,C38,6064,6004,4,48,7,0,1
C38021,C38,6107,6032,8,34,23,0,10
C38023,C38,2899,2876,1,15,4,0,3
C38025,C38,4005,3596,0,383,9,0,17
C38027,C38,2951,2897,0,50,3,0,1
C38029,C38,4830,4814,0,9,7,0,0
C38031,C38,3983,3949,0,24,7,0,3
C38033,C38,2108,2087,0,20,0,0,1
C38035,C38,70683,66128,1413,2089,638,33,382
C38037,C38,3549,3501,1,37,9,0,1
C38039,C38,3303,3286,0,13,3,0,1
C38041,C38,3445,3428,0,14,3,0,0
C38043,C38,3332,3321,0,4,7,0,0
C38045,C38,5383,5368,0,7,3,0,5
C38047,C38,2847,2832,1,5,6,0,3
C38049,C38,6528,6493,4,18,5,0,8
C38051,C38,4021,4002,1,12,5,0,1
C38053,C38,6383,5426,2,901,16,1,37
C38055,C38,10457,9857,3,559,13,0,25
C38057,C38,9808,9493,12,261,26,0,16
C38059,C38,23700,23168,12,446,32,1,41
C38061,C38,7021,5591,4,1401,15,0,10
C38063,C38,4410,4391,2,9,5,0,3
C38065,C38,2381,2338,0,39,2,0,2
C38067,C38,9238,8978,14,159,19,0,68
C38069,C38,5052,5011,2,38,0,0,1
C38071,C38,12681,12001,20,611,21,1,27
C38073,C38,5921,5872,4,21,17,0,7
C38075,C38,3160,3106,14,34,1,0,5
C38077,C38,18148,17595,21,486,19,0,27
C38079,C38,12772,4204,28,8475,7,0,58
C38081,C38,4549,4523,1,15,5,0,5
C38083,C38,2148,2137,0,10,1,0,0
C38085,C38,3761,905,3,2824,1,0,28
C38087,C38,907,903,0,3,0,0,1
C38089,C38,22832,22471,17,218,84,0,42
C38091,C38,2420,2411,0,4,4,0,1
C38093,C38,22241,21873,46,238,57,5,22
C38095,C38,3627,3562,2,58,4,0,1
C38097,C38,8752,8568,12,71,50,0,51
C38099,C38,13840,13231,17,151,222,0,219
C38101,C38,57921,54131,1385,1548,414,26,417
C38103,C38,5864,5846,2,9,3,0,4
C38105,C38,21129,19953,18,1048,72,0,38
C39001,C39,25371,25138,47,96,74,0,16
C39003,C39,109755,95442,12236,837,735,77,428
C39005,C39,47507,46535,456,325,151,4,36
C39007,C39,99821,94579,3099,605,886,39,613
C39009,C39,59549,55884,1654,1573,279,24,135
C39011,C39,44585,44058,65,219,167,1,75
C39013,C39,71074,69357,1290,233,163,18,13
C39015,C39,34966,34451,405,61,36,1,12
C39017,C39,291479,273854,13069,3089,1038,65,364
C39019,C39,26521,26192,134,96,62,1,36
C39021,C39,36019,34564,986,223,134,6,106
C39023,C39,147548,132640,12954,984,602,77,291
C39025,C39,150187,147494,1274,698,590,17,114
C39027,C39,35415,34373,713,207,98,3,21
C39029,C39,108276,106057,1406,408,312,3,90
C39031,C39,35427,34723,414,184,96,1,9
C39033,C39,47870,47188,252,184,173,1,72
C39035,C39,1412140,1011481,348153,21059,14275,2032,15140
C39037,C39,53619,52874,183,219,193,1,149
C39039,C39,39350,35999,472,206,963,21,1689
C39041,C39,66929,64670,1411,512,218,13,105
C39043,C39,76779,68861,6264,474,752,48,380
C39045,C39,103461,101269,1125,578,341,28,120
C39047,C39,27466,26544,655,178,49,7,33
C39049,C39,961437,778255,151943,22003,5459,897,2880
C39051,C39,38498,36367,85,204,730,8,1104
C39053,C39,30954,29727,856,215,104,15,37
C39055,C39,81129,79379,1056,400,250,0,44
C39057,C39,136731,123209,9516,2627,872,95,412
C39059,C39,39024,38062,613,219,104,3,23
C39061,C39,866228,669704,180531,10795,3268,614,1316
C39063,C39,65536,62808,562,486,764,29,887
C39065,C39,31111,30555,232,179,106,4,35
C39067,C39,16085,15610,388,44,35,5,3
C39069,C39,29108,27487,147,142,464,0,868
C39071,C39,35728,34785,685,150,91,7,10
C39073,C39,25533,25118,234,88,81,0,12
C39075,C39,32849,32607,52,67,99,0,24
C39077,C39,56240,54390,589,255,592,8,406
C39079,C39,30230,29828,217,96,67,1,21
C39081,C39,80298,74941,4484,447,329,4,93
C39083,C39,47473,46622,374,306,125,7,39
C39085,C39,215499,208835,3461,1734,1044,67,358
C39087,C39,61834,60003,1555,137,112,4,23
C39089,C39,128300,124737,2198,761,444,19,141
C39091,C39,42310,41046,798,307,110,6,43
C39093,C39,271126,232874,20696,2295,8675,534,6052
C39095,C39,462361,372497,67856,6350,7658,600,7400
C39097,C39,37068,33837,2739,276,110,25,81
C39099,C39,264806,218122,39213,1525,2987,468,2491
C39101,C39,64274,60644,2688,457,304,19,162
C39103,C39,122354,119934,847,862,570,3,138
C39105,C39,22987,22690,177,61,44,0,15
C39107,C39,39443,38972,12,179,159,2,119
C39109,C39,93182,90261,1769,786,258,10,98
C39111,C39,15497,15415,19,39,22,0,2
C39113,C39,573809,460568,101421,7281,2983,396,1160
C39115,C39,14194,13493,570,95,31,0,5
C39117,C39,27749,27504,63,90,75,1,16
C39119,C39,82068,77953,3440,428,172,28,47
C39121,C39,11336,11282,7,24,19,0,4
C39123,C39,40029,38132,261,145,897,4,590
C39125,C39,20488,19580,210,70,340,26,262
C39127,C39,31557,31345,57,74,63,0,18
C39129,C39,48255,44711,2990,231,156,46,121
C39131,C39,24249,23736,327,112,71,0,3
C39133,C39,142585,136407,3867,1513,591,39,168
C39135,C39,40113,39746,141,121,73,6,26
C39137,C39,33819,32313,25,63,884,1,533
C39139,C39,126137,114444,9914,876,634,67,202
C39141,C39,69330,64137,4412,435,225,55,66
C39143,C39,61963,56687,1490,242,1595,63,1886
C39145,C39,80327,77074,2447,545,179,11,71
C39147,C39,59733,56574,1143,340,900,29,747
C39149,C39,44915,43673,613,444,116,2,67
C39151,C39,367585,337210,24895,2725,2211,157,387
C39153,C39,514990,444821,60846,6306,2081,339,597
C39155,C39,227813,209819,15136,1404,1096,85,273
C39157,C39,84090,82911,623,328,196,0,32
C39159,C39,31969,30471,1149,190,92,19,48
C39161,C39,30464,29674,187,121,226,6,250
C39163,C39,11098,11042,4,19,29,0,4
C39165,C39,113909,110124,2385,876,402,30,92
C39167,C39,62254,60931,773,325,198,1,26
C39169,C39,101461,98804,1547,681,327,10,92
C39171,C39,36956,35934,20,176,432,3,391
C39173,C39,113269,107989,1149,1249,1314,19,1549
