FIPS,StateFIPS,TotPop,NHisWhite,NHisBlack,NHisOther,HisWhite,HisBlack,HisOther
C02070,C02,4857,770,19,3922,29,6,111
C02090,C02,95655,63178,3804,21353,2793,210,4317
C02100,C02,2080,1577,2,434,12,0,55
C02105,C02,2365,1123,6,1116,24,0,96
C02110,C02,32255,19673,328,10177,451,22,1604
C02122,C02,58799,45546,361,10564,836,25,1467
C02130,C02,13948,8221,100,4977,209,3,438
C02150,C02,13101,6291,85,5701,279,5,740
C02158,C02,8368,173,16,8165,0,0,14
C02164,C02,1476,297,1,1144,6,1,27
C02170,C02,107081,81050,1059,19728,1985,62,3197
C02180,C02,10046,1393,52,8415,29,3,154
C02185,C02,11031,2964,159,7360,118,3,427
C02188,C02,7793,684,71,6936,16,1,85
C02195,C02,3398,2444,46,744,26,3,135
C02198,C02,5753,2368,21,3204,35,1,124
C02220,C02,8458,5050,37,2870,124,0,377
C02230,C02,1240,1056,6,137,14,4,23
C02240,C02,6808,4993,68,1371,92,6,278
C02275,C02,2127,1341,0,710,11,0,65
C02282,C02,662,248,2,383,1,2,26
C02290,C02,5343,1121,6,4144,9,1,62
C04001,C04,66021,13791,184,48185,1082,1,2778
C04003,C04,125447,68256,4371,10205,13477,412,28726
C04005,C04,145101,76904,1777,44701,6456,184,15079
C04007,C04,53272,32757,239,10993,3147,43,6093
C04009,C04,38533,20398,453,6254,4645,84,6699
C04011,C04,9563,4446,80,661,2138,7,2231
C04012,C04,16557,9061,102,3197,711,12,3474
C04013,C04,4420568,2357571,245239,466343,287941,15230,1048244
C04015,C04,213267,160165,2063,16913,9567,158,24401
C04017,C04,106717,44786,674,50370,3644,86,7157
C04019,C04,1043433,536868,36254,97523,96514,3700,272574
C04021,C04,425264,240006,20712,43013,29252,1256,91025
C04023,C04,47669,7119,114,804,8810,73,30749
C04025,C04,236209,183296,1415,17108,9211,128,25051
C04027,C04,203881,61123,3484,9271,29195,615,100193
C05001,C05,17149,11575,4138,800,123,18,495
C05003,C05,19062,12685,4644,619,273,25,816
C05005,C05,41627,38049,88,2432,440,2,616
C05007,C05,284333,191761,4523,37509,9427,209,40904
C05009,C05,37373,33753,96,2551,375,12,586
C05011,C05,10545,5708,2921,341,182,16,1377
C05013,C05,4739,3499,913,200,40,0,87
C05015,C05,28260,21175,88,2691,777,7,3522
C05017,C05,10208,3887,5387,353,66,30,485
C05019,C05,21446,14093,5068,1193,223,59,810
C05021,C05,14552,13574,40,611,157,2,168
C05023,C05,24711,22748,56,1275,205,13,414
C05025,C05,7550,6429,675,264,37,11,134
C05027,C05,22801,13236,7834,958,135,32,606
C05029,C05,20715,16148,2190,1491,219,19,648
C05031,C05,111231,79137,18331,7036,1502,142,5083
C05033,C05,60133,47627,857,7082,983,40,3544
C05035,C05,48163,18948,25804,1983,328,101,999
C05037,C05,16833,12067,3651,763,146,7,199
C05039,C05,6482,3425,2582,274,62,10,129
C05041,C05,11395,4732,5385,505,113,13,647
C05043,C05,17350,11148,4815,731,143,31,482
C05045,C05,123498,92573,14274,9861,1515,110,5165
C05047,C05,17097,15201,78,1327,166,1,324
C05049,C05,12075,11201,27,693,48,0,106
C05051,C05,100180,77239,8034,7860,1598,94,5355
C05053,C05,17958,16166,447,905,138,11,291
C05055,C05,45736,40509,926,2705,529,7,1060
C05057,C05,20065,10558,5644,910,448,39,2466
C05059,C05,33040,26221,3450,2104,304,22,939
C05061,C05,12785,7982,2626,660,182,16,1319
C05063,C05,37938,31511,830,2339,597,19,2642
C05065,C05,13577,12175,256,820,131,0,195
C05067,C05,16755,12754,2764,776,136,22,303
C05069,C05,67260,25230,37712,2830,248,123,1117
C05071,C05,25749,19400,454,2456,688,28,2723
C05073,C05,6308,3870,2043,250,36,14,95
C05075,C05,16216,14925,138,796,119,5,233
C05077,C05,8600,3424,4657,303,41,6,169
C05079,C05,12941,8188,3650,484,136,2,481
C05081,C05,12026,8593,2164,860,121,14,274
C05083,C05,21131,18586,225,1680,240,7,393
C05085,C05,74015,60596,4349,5460,1028,37,2545
C05087,C05,16521,14075,36,1520,200,5,685
C05089,C05,16826,15414,20,1013,155,0,224
C05091,C05,42600,27593,10922,2502,443,66,1074
C05093,C05,40685,22861,14251,1802,347,72,1352
C05095,C05,6799,3538,2751,324,30,9,147
C05097,C05,8484,7499,13,557,78,5,332
C05099,C05,8310,5145,2433,378,73,11,270
C05101,C05,7225,6658,6,479,31,1,50
C05103,C05,22650,12092,8856,1186,102,43,371
C05105,C05,10019,9069,107,557,96,0,190
C05107,C05,16568,5541,10305,458,75,38,151
C05109,C05,10171,8525,238,577,156,3,672
C05111,C05,22965,19163,1773,1200,228,10,591
C05113,C05,19221,16092,39,1812,336,4,938
C05115,C05,63381,50037,2060,4869,1372,40,5003
C05117,C05,8282,6924,922,291,40,3,102
C05119,C05,399125,193993,142139,29840,5204,1409,26540
C05121,C05,18571,16553,140,1494,131,0,253
C05123,C05,23090,9206,12501,697,345,60,281
C05125,C05,123416,96745,10351,7813,1643,63,6801
C05127,C05,9836,8031,31,1026,179,4,565
C05129,C05,7828,7092,5,591,31,0,109
C05131,C05,127799,82785,7891,17795,4043,170,15115
C05133,C05,15839,8400,550,1381,1194,28,4286
C05135,C05,17271,15729,114,1066,147,4,211
C05137,C05,12359,11387,21,680,101,0,170
C05139,C05,39054,22904,12670,1726,312,59,1383
C05141,C05,15796,14319,71,905,166,6,329
C05143,C05,245871,160566,8330,32220,7785,322,36648
C05145,C05,76822,64363,3677,5283,874,51,2574
C05147,C05,6269,4235,1601,337,20,12,64
C05149,C05,20263,14710,226,1123,620,25,3559
C06001,C06,1682353,472277,159499,656828,51559,5380,336810
C06003,C06,1204,801,10,309,13,0,71
C06005,C06,40474,29725,1215,3520,1379,21,4614
C06007,C06,211632,139651,3320,28549,9906,324,29882
C06009,C06,45292,34668,334,4425,1647,30,4188
C06011,C06,21839,6941,182,1240,2423,16,11037
C06013,C06,1165927,455421,97994,297612,46276,3491,265133
C06015,C06,27743,16262,841,5319,931,14,4376
C06017,C06,191185,140141,1436,23149,6483,101,19875
C06019,C06,1008654,271889,44295,151727,102789,4412,433542
C06021,C06,28917,13897,140,2339,1856,37,10648
C06023,C06,136463,93316,1729,22883,4779,150,13606
C06025,C06,179702,16813,3846,6016,30724,516,121787
C06027,C06,19016,11035,85,3497,717,12,3670
C06029,C06,909235,279600,46776,83701,92134,3354,403670
C06031,C06,152486,44361,8300,13218,16865,723,69019
C06033,C06,68163,44202,1158,7361,2656,41,12745
C06035,C06,32730,19534,2244,3421,1532,33,5966
C06037,C06,10014009,2563609,760689,1884948,695818,33675,4075270
C06039,C06,156255,48399,4131,10547,16849,465,75864
C06041,C06,262321,173149,6120,33642,6228,219,42963
C06043,C06,17131,12838,105,2048,547,3,1590
C06045,C06,91601,56205,607,10856,3305,35,20593
C06047,C06,281202,68729,8191,30425,35805,967,137085
C06049,C06,8700,6446,66,929,326,1,932
C06051,C06,13195,8679,68,941,670,6,2831
C06053,C06,439035,120077,9051,44586,38802,892,225627
C06055,C06,138019,68909,2300,17981,7249,143,41437
C06057,C06,102241,82810,416,8599,2794,44,7578
C06059,C06,3186989,1198655,49304,852196,184602,4538,897694
C06061,C06,404739,272471,6440,65200,16115,450,44063
C06063,C06,19790,15999,102,1792,609,1,1287
C06065,C06,2418185,788235,146762,280893,207392,9715,985188
C06067,C06,1585055,650271,145724,414626,65451,7071,301912
C06069,C06,64209,19785,479,4704,7445,155,31641
C06071,C06,2181654,566113,173322,271306,216578,11236,943099
C06073,C06,3298634,1422205,145014,611786,210924,10799,897906
C06075,C06,873965,341306,45071,350827,20076,1654,115031
C06077,C06,779233,215530,56898,181080,51809,3453,270463
C06079,C06,282424,183468,4330,26705,14870,280,52771
C06081,C06,764442,275902,14701,282453,24286,1006,166094
C06083,C06,448229,184746,6467,46432,40002,907,169675
C06085,C06,1936259,555708,42148,851046,66909,2818,417630
C06087,C06,270861,145551,2850,28161,15014,300,78985
C06089,C06,182155,136894,1761,23770,6005,151,13574
C06091,C06,3236,2615,7,237,88,0,289
C06093,C06,44076,32057,471,6021,1540,25,3962
C06095,C06,453491,155125,60051,110160,20643,2106,105406
C06097,C06,488863,285792,7125,54508,20892,490,120056
C06099,C06,552878,207908,14302,64690,48694,1611,215673
C06101,C06,99633,41366,1774,24925,5444,208,25916
C06103,C06,65829,41340,391,6160,3586,29,14323
C06105,C06,16112,11374,66,3735,253,5,679
C06107,C06,473117,125022,5332,32868,61233,1336,247326
C06109,C06,55620,42254,989,5253,1953,20,5151
C06111,C06,843843,360850,13704,104004,67827,1626,295832
C06113,C06,216403,93911,5722,45070,13393,442,57865
C06115,C06,81575,41750,2831,13474,4840,221,18459
C08001,C08,519572,239295,16054,47574,50423,1409,164817
C08003,C08,16376,7490,211,974,2579,40,5082
C08005,C08,655070,368047,68152,83142,27980,2635,105114
C08007,C08,13359,10175,41,984,574,0,1585
C08009,C08,3506,2916,19,225,127,7,212
C08011,C08,5650,3315,255,320,516,1,1243
C08013,C08,330758,245203,3149,34238,10780,244,37144
C08014,C08,74112,53904,927,9362,2430,62,7427
C08015,C08,19476,16195,295,1145,498,1,1342
C08017,C08,1748,1470,1,71,64,0,142
C08019,C08,9397,8149,49,551,174,3,471
C08021,C08,7461,3465,14,203,1580,13,2186
C08023,C08,3499,1234,33,244,593,7,1388
C08025,C08,5922,3438,510,366,309,7,1292
C08027,C08,4704,4212,10,304,67,1,110
C08029,C08,31196,24907,121,1839,1210,24,3095
C08031,C08,715522,388764,61098,66200,45182,2940,151338
C08033,C08,2326,1950,18,182,71,0,105
C08035,C08,357978,278770,4788,40310,10235,372,23503
C08037,C08,55731,36202,296,2375,3392,44,13422
C08039,C08,26062,22185,123,1687,632,0,1435
C08041,C08,730395,480484,40759,79168,36427,3063,90494
C08043,C08,48939,37713,1809,3368,2252,39,3758
C08045,C08,61685,38636,277,3208,3402,58,16104
C08047,C08,5808,4952,32,444,125,6,249
C08049,C08,15717,13435,59,690,337,5,1191
C08051,C08,16918,14254,77,983,398,11,1195
C08053,C08,788,693,8,57,13,0,17
C08055,C08,6820,4231,53,406,766,12,1352
C08057,C08,1379,1161,0,80,38,0,100
C08059,C08,582910,435245,6653,49498,25519,703,65292
C08061,C08,1446,1247,3,92,43,1,60
C08063,C08,7087,5306,21,351,343,3,1063
C08065,C08,7436,4293,31,450,703,7,1952
C08067,C08,55638,42392,182,6056,1974,23,5011
C08069,C08,359066,282581,3448,28375,13414,367,30881
C08071,C08,14555,7965,183,775,2070,28,3534
C08073,C08,5675,4252,275,339,145,0,664
C08075,C08,21528,16337,753,927,924,12,2575
C08077,C08,155703,120749,1020,10656,7221,131,15926
C08079,C08,865,775,0,43,14,3,30
C08081,C08,13292,10313,77,778,559,0,1565
C08083,C08,25849,18035,72,4633,923,8,2178
C08085,C08,42679,31126,159,2367,2269,22,6736
C08087,C08,29111,16546,935,1064,2638,40,7888
C08089,C08,18690,10013,134,841,2834,31,4837
C08091,C08,4874,4308,16,258,88,0,204
C08093,C08,17390,14902,89,1164,416,5,814
C08095,C08,4530,3246,10,119,254,9,892
C08097,C08,17358,14433,94,939,364,12,1516
C08099,C08,11999,6686,83,550,1445,26,3209
C08101,C08,168162,85527,2995,9719,23278,647,45996
C08103,C08,6529,5509,29,369,190,5,427
C08105,C08,11539,6261,51,618,1832,10,2767
C08107,C08,24829,21242,153,1234,484,3,1713
C08109,C08,6368,3578,19,377,631,1,1762
C08111,C08,705,575,1,39,31,2,57
C08113,C08,8072,6757,20,413,165,1,716
C08115,C08,2404,1934,3,104,128,2,233
C08117,C08,31055,23782,232,1706,969,15,4351
C08119,C08,24710,21017,132,1845,549,3,1164
C08121,C08,4817,4057,24,220,173,8,335
C08123,C08,328981,205881,4154,20484,26011,385,72066
C08125,C08,9988,6948,21,248,489,1,2281
C09001,C09,957419,552125,99992,99951,32059,6764,166528
C09003,C09,899498,523105,118154,91964,31079,9040,126156
C09005,C09,185186,155601,2957,12048,3173,391,11016
C09007,C09,164245,131954,8001,12362,2761,564,8603
C09009,C09,864835,509688,110273,74793,34143,8660,127278
C09011,C09,268555,194894,14422,28319,6654,1604,22662
C09013,C09,149788,120021,5074,14994,2848,376,6475
C09015,C09,116418,91844,2064,8051,3179,339,10941
C10001,C10,181851,104845,45737,17288,2840,1261,9880
C10003,C10,570719,303265,142388,61550,10966,4156,48394
C10005,C10,237378,171741,24835,14009,4106,522,22165
C11001,C11,689545,261771,282066,68056,11423,3744,62485
C12001,C12,278468,160463,51171,33220,9782,985,22847
C12003,C12,28259,22185,3825,1276,380,22,571
C12005,C12,175216,128348,17549,15473,2956,307,10583
C12007,C12,28303,20320,5427,1206,609,51,690
C12009,C12,606612,430936,56498,51271,17244,2194,48469
C12011,C12,1944375,644230,517618,173824,131944,14292,462467
C12013,C12,13648,10490,1668,868,251,14,357
C12015,C12,186847,153700,8870,10198,3843,398,9838
C12017,C12,153843,131477,3891,9234,3119,231,5891
C12019,C12,218245,148986,25621,20504,5909,1003,16222
C12021,C12,375752,235455,22554,15494,21552,795,79902
C12023,C12,69698,49096,11441,4098,1639,152,3272
C12027,C12,33976,18624,4203,1138,2696,67,7248
C12029,C12,16759,13750,1551,770,307,20,361
C12031,C12,995567,492039,286344,104495,22743,5993,83953
C12033,C12,321905,200962,68148,32002,6020,830,13943
C12035,C12,115378,84291,10537,8251,3370,398,8531
C12037,C12,12451,9798,1403,575,204,19,452
C12039,C12,43826,14093,23326,1314,843,109,4141
C12041,C12,17864,14827,788,901,343,13,992
C12043,C12,12126,7132,1434,510,1109,35,1906
C12045,C12,14192,11222,1692,723,177,11,367
C12047,C12,14004,7633,4422,494,395,55,1005
C12049,C12,25327,11873,2111,739,2948,68,7588
C12051,C12,39619,12089,4195,1223,6357,162,15593
C12053,C12,194515,144060,9507,11903,8436,756,19853
C12055,C12,101235,65511,9484,5297,6038,407,14498
C12057,C12,1459762,667791,224479,140111,99557,12955,314869
C12059,C12,19653,16766,1211,988,297,26,365
C12061,C12,159788,117422,13079,8455,5119,288,15425
C12063,C12,47319,30629,12042,2433,752,108,1355
C12065,C12,14510,8720,4600,532,185,21,452
C12067,C12,8226,6074,1024,190,289,21,628
C12069,C12,383956,253214,37883,27484,16238,1661,47476
C12071,C12,760822,490476,55958,41227,40161,2958,130042
C12073,C12,292198,157458,87503,24323,6469,1359,15086
C12075,C12,42915,32874,3597,2364,1237,93,2750
C12077,C12,7974,5729,1353,330,197,4,361
C12079,C12,17968,10132,6281,674,293,29,559
C12081,C12,399710,273101,31147,24483,16087,974,53918
C12083,C12,375908,253837,42795,23366,14726,1616,39568
C12085,C12,158431,119216,7277,7751,5249,305,18633
C12086,C12,2701767,361517,378756,104556,435376,21246,1400316
C12087,C12,82874,54731,4517,4194,5422,290,13720
C12089,C12,90352,75817,4945,5141,1230,90,3129
C12091,C12,211668,146271,18896,23923,5590,764,16224
C12093,C12,39644,24671,3318,1798,2662,87,7108
C12095,C12,1429908,531362,263624,161897,98427,13403,361195
C12097,C12,388656,113362,35145,29060,44358,5630,161101
C12099,C12,1492191,779759,255724,106775,75923,6698,267312
C12101,C12,561891,392375,31601,44758,24711,2403,66043
C12103,C12,959107,684463,91431,80774,24573,2723,75143
C12105,C12,725046,392621,100950,43780,46413,4583,136699
C12107,C12,73321,50541,11274,3690,1804,170,5842
C12109,C12,273425,214428,12940,23450,5992,423,16192
C12111,C12,329226,176533,64597,21776,15669,1810,48841
C12113,C12,188000,147518,10690,17902,3615,345,7930
C12115,C12,434006,349700,16165,24905,9353,616,33267
C12117,C12,470856,264072,50276,49969,25525,3233,77781
C12119,C12,129752,109213,8313,4643,2845,280,4458
C12121,C12,43474,31664,4920,2105,1360,90,3335
C12123,C12,21796,15629,4196,1105,418,13,435
C12125,C12,16147,11585,3197,601,318,36,410
C12127,C12,553543,379527,55338,36026,20636,2451,59565
C12129,C12,33764,25987,4202,1998,627,48,902
C12131,C12,75305,60644,3294,5180,1214,45,4928
C12133,C12,25318,19484,3236,1674,327,47,550
C13001,C13,18444,12674,3339,606,397,48,1380
C13003,C13,8286,4801,1208,229,479,5,1564
C13005,C13,11140,8103,1747,415,148,16,711
C13007,C13,2876,1514,1128,91,22,2,119
C13009,C13,43799,22432,18318,1910,223,86,830
C13011,C13,18035,15578,394,899,260,1,903
C13013,C13,83505,55582,10141,7222,2062,228,8270
C13015,C13,108901,80159,11309,6682,2232,203,8316
C13017,C13,17194,9219,6222,699,213,45,796
C13019,C13,18160,14396,1934,785,247,20,778
C13021,C13,157346,56787,85234,8588,991,651,5095
C13023,C13,12583,8867,2788,459,149,30,290
C13025,C13,18021,16317,562,816,110,6,210
C13027,C13,16301,9066,5684,596,241,30,684
C13029,C13,44738,31321,6330,3818,896,156,2217
C13031,C13,81099,49712,22775,4432,1006,277,2897
C13033,C13,24596,11941,10957,921,225,70,482
C13035,C13,25434,16628,6808,1195,195,24,584
C13037,C13,5573,1766,3569,89,17,12,120
C13039,C13,54768,37203,9497,4410,1168,200,2290
C13043,C13,10981,6567,2681,355,201,14,1163
C13045,C13,119148,80725,21781,7056,1841,345,7400
C13047,C13,67872,59280,1808,4443,623,50,1668
C13049,C13,12518,7532,2386,564,1213,241,582
C13051,C13,295291,139433,108011,24057,4458,1302,18030
C13053,C13,9565,5403,1463,1089,562,48,1000
C13055,C13,24965,20079,2391,1198,214,17,1066
C13057,C13,266620,197867,17326,19316,6803,459,24849
C13059,C13,128671,72201,31367,10767,2724,293,11319
C13061,C13,2848,1143,1593,71,8,4,29
C13063,C13,297595,25902,205301,23846,4603,2680,35263
C13065,C13,6749,4256,1950,290,53,15,185
C13067,C13,766149,369182,200072,85655,18443,3768,89029
C13069,C13,43092,24158,11872,1632,1279,100,4051
C13071,C13,45898,25588,9995,1606,1660,73,6976
C13073,C13,156010,99111,27621,17420,2917,694,8247
C13075,C13,17229,10658,4753,684,317,19,798
C13077,C13,146158,99421,25544,10140,2334,323,8396
C13079,C13,12130,8866,2267,582,142,1,272
C13081,C13,20128,9892,8821,781,115,58,461
C13083,C13,16251,14786,141,960,109,1,254
C13085,C13,26798,23544,200,1449,308,9,1288
C13087,C13,29367,14280,12200,976,278,41,1592
C13089,C13,764382,215895,384438,82578,9857,4525,67089
C13091,C13,19925,12865,5847,593,155,23,442
C13093,C13,11208,4611,5540,260,80,21,696
C13095,C13,85790,20631,59720,3026,345,268,1800
C13097,C13,144237,49877,68763,9562,2408,1107,12520
C13099,C13,10854,4813,5534,321,51,28,107
C13101,C13,3697,2328,147,131,206,10,875
C13103,C13,64769,48204,8747,4326,928,98,2466
C13105,C13,19637,12610,5253,778,214,27,755
C13107,C13,22768,13815,7246,714,211,18,764
C13109,C13,10774,6038,3083,416,202,31,1004
C13111,C13,25319,23351,85,1130,198,0,555
C13113,C13,119194,68144,29166,12404,1644,393,7443
C13115,C13,98584,67747,13940,5431,1738,147,9581
C13117,C13,251283,159407,10455,56195,4280,266,20680
C13119,C13,23424,19262,1888,1153,187,16,918
C13121,C13,1066710,404793,448803,126812,13907,5031,67364
C13123,C13,31353,26365,127,1262,597,19,2983
C13125,C13,2884,2573,196,63,17,0,35
C13127,C13,84499,52987,20469,4707,1242,207,4887
C13129,C13,57544,43317,2075,3195,1818,72,7067
C13131,C13,26236,14715,7285,963,350,51,2872
C13133,C13,18915,11126,5783,717,170,27,1092
C13135,C13,957062,310583,257124,168895,29239,5585,185636
C13137,C13,46031,34694,1722,2735,1555,27,5298
C13139,C13,203136,120418,14256,11452,10326,404,46280
C13141,C13,8735,2413,6025,234,8,3,52
C13143,C13,29919,26825,1253,1344,186,0,311
C13145,C13,34668,25925,5170,2156,428,67,922
C13147,C13,25828,19250,4324,1323,197,10,724
C13149,C13,11412,9589,930,640,83,12,158
C13151,C13,240712,86297,116431,19547,2944,1693,13800
C13153,C13,163633,86211,51992,13623,2308,618,8881
C13155,C13,9666,6402,2224,377,85,5,573
C13157,C13,75907,59064,5136,4995,1400,96,5216
C13159,C13,14588,10771,2442,691,142,22,520
C13161,C13,14779,9950,2293,489,404,14,1629
C13163,C13,15709,6834,7970,443,107,6,349
C13165,C13,8674,4611,3536,224,68,9,226
C13167,C13,9189,5800,3017,255,22,15,80
C13169,C13,28347,20074,6739,1058,132,28,316
C13171,C13,18500,12344,4888,793,131,26,318
C13173,C13,9877,6595,2138,572,199,35,338
C13175,C13,49570,27881,18219,2046,279,113,1032
C13177,C13,33163,22758,7331,2121,227,44,682
C13179,C13,65256,24004,27309,6157,1949,786,5051
C13181,C13,7690,5196,2116,286,43,8,41
C13183,C13,16168,8774,4028,1387,423,97,1459
C13185,C13,118251,59306,43946,7127,1880,488,5504
C13187,C13,33488,29241,412,2045,509,17,1264
C13189,C13,21632,11417,8644,781,163,38,589
C13191,C13,10975,7060,3176,508,85,16,130
C13193,C13,12082,4078,7150,382,75,14,383
C13195,C13,30120,23549,2753,1862,428,16,1512
C13197,C13,7498,4486,2122,330,65,28,467
C13199,C13,20613,12084,7273,781,149,13,313
C13201,C13,6000,3949,1748,167,37,3,96
C13205,C13,21755,10106,10054,631,167,60,737
C13207,C13,27957,19954,6084,1205,168,29,517
C13209,C13,8610,5665,2120,254,124,13,434
C13211,C13,20097,14487,4105,793,122,17,573
C13213,C13,39973,32164,263,1632,1179,19,4716
C13215,C13,206922,79083,94701,16625,3384,1462,11667
C13217,C13,112483,46746,52246,6327,1284,548,5332
C13219,C13,41799,33886,1897,3669,564,24,1759
C13221,C13,14825,10903,2248,805,169,12,688
C13223,C13,168661,108444,36609,11044,2752,744,9068
C13225,C13,27981,12119,12139,1176,380,80,2087
C13227,C13,33216,30122,286,1610,278,15,905
C13229,C13,19716,16403,1597,718,251,6,741
C13231,C13,18889,16313,1445,783,126,2,220
C13233,C13,42853,30161,5119,1988,1088,93,4404
C13235,C13,9855,6022,3161,345,76,9,242
C13237,C13,22047,14316,5385,789,353,34,1170
C13239,C13,2235,1190,917,97,0,2,29
C13241,C13,16883,14625,107,699,408,7,1037
C13243,C13,6425,2250,3862,170,3,15,125
C13245,C13,206607,68397,112947,13814,2600,1254,7595
C13247,C13,93570,24500,53785,5745,1161,624,7755
C13249,C13,4547,3357,863,152,68,14,93
C13251,C13,14067,8018,5285,477,69,23,195
C13253,C13,9147,5617,2961,341,41,34,153
C13255,C13,67306,37105,23148,3387,750,153,2763
C13257,C13,26784,21323,2936,1668,266,40,551
C13259,C13,5314,1338,2461,298,14,5,1198
C13261,C13,29616,11528,15051,1267,255,69,1446
C13263,C13,5733,2427,3056,138,34,23,55
C13265,C13,1559,591,833,66,15,0,54
C13267,C13,22842,13825,5961,753,451,57,1795
C13269,C13,7816,4584,2807,257,56,19,93
C13271,C13,12477,5970,4326,253,1299,304,325
C13273,C13,9185,3189,5540,279,48,25,104
C13275,C13,45798,25994,16259,1968,381,84,1112
C13277,C13,41344,22189,12049,1887,1048,82,4089
C13279,C13,27030,16007,6980,999,553,43,2448
C13281,C13,12493,11469,124,485,125,4,286
C13283,C13,6406,4065,1999,172,41,25,104
C13285,C13,69426,38099,24157,4214,540,130,2286
C13287,C13,9006,4700,3644,290,112,22,238
C13289,C13,8022,4487,3099,312,35,25,64
C13291,C13,24632,22646,126,1044,190,3,623
C13293,C13,27700,18009,7851,1207,132,48,453
C13295,C13,67654,59654,2840,3475,468,31,1186
C13297,C13,96673,68499,17136,5810,1150,189,3889
C13299,C13,36251,22275,10703,1661,351,65,1196
C13301,C13,5215,1974,3047,141,20,6,27
C13303,C13,19988,8412,10698,544,70,26,238
C13305,C13,30144,21301,5877,1234,558,101,1073
C13307,C13,2348,1136,1063,90,9,0,50
C13309,C13,7471,4157,2875,167,69,7,196
C13311,C13,28003,24959,467,1664,302,9,602
C13313,C13,102864,57875,3553,4520,7277,212,29427
C13315,C13,8766,5185,3096,213,69,3,200
C13317,C13,9565,4952,3838,376,98,8,293
C13319,C13,8877,5110,3163,365,57,12,170
